ekhatsi	e[LocPre]khatsi[Adv]	e_khatsi	LocPre_Adv
imali	i[NPre9]mali[NStem]	i_mali	NPre9_NStem
lekhokhwako	le[PossConc5]khokh[VRoot]w[PassExt]a[VerbTerm]ko[RelSuf]	le_khokh_w_a_ko	PossConc5_VRoot_PassExt_VerbTerm_RelSuf
lephocelekile	le[PossConc5]phocelek[VRoot]ile[Perf]	le_phocelek_ile	PossConc5_VRoot_Perf
ngekutsi	nge[AdvPre]kutsi[Conj]	nge_kutsi	AdvPre_Conj
kubhekwe	ku[SC15]bhek[VRoot]w[PassExt]e[VerbTerm]	ku_bhek_w_e	SC15_VRoot_PassExt_VerbTerm
kwelekelelwa	kw[PossConc15]elekel[VRoot]el[ApplExt]w[PassExt]a[VerbTerm]	kw_elekel_el_w_a	PossConc15_VRoot_ApplExt_PassExt_VerbTerm
ngetimali	nge[AdvPre]ti[BPre10]mali[NStem]	nge_ti_mali	AdvPre_BPre10_NStem
letifakwako	leti[RelConc10]fak[VRoot]w[PassExt]a[VerbTerm]ko[RelSuf]	leti_fak_w_a_ko	RelConc10_VRoot_PassExt_VerbTerm_RelSuf
kutisebenti	ku[BPre17]ti[BPre10]sebenti[NStem]	ku_ti_sebenti	BPre17_BPre10_NStem
letihola	leti[RelConc8]hol[VRoot]a[VerbTerm]	leti_hol_a	RelConc8_VRoot_VerbTerm
kancane	ka[AdvPre]ncane[AdjStem]	ka_ncane	AdvPre_AdjStem
nobe	nobe[Conj]	nobe	Conj
kutisebenti	ku[BPre17]ti[BPre10]sebenti[NStem]	ku_ti_sebenti	BPre17_BPre10_NStem
tesikhashana	t[PossConc10]e[LocPre]sikhashana[NStem]	t_e_sikhashana	PossConc10_LocPre_NStem
.	.[PUNC]	.	PUNC
Letinye	leti[AdjPref8]nye[AdjStem]	leti_nye	AdjPref8_AdjStem
timali	ti[BPre10]mali[NStem]	ti_mali	BPre10_NStem
tekwebolekwa	te[PossConc10]kwe[BPre15]bolek[VRoot]w[PassExt]a[VerbTerm]	te_kwe_bolek_w_a	PossConc10_BPre15_VRoot_PassExt_VerbTerm
ngaphandle	nga[AdvPre]phandle[Adv]	nga_phandle	AdvPre_Adv
titfolakala	ti[SC10]tfol[VRoot]akal[NeutExt]a[VerbTerm]	ti_tfol_akal_a	SC10_VRoot_NeutExt_VerbTerm
etimakethe	e[RelConc6]ti[BPre10]ma[BPre3]kethe[NStem]	e_ti_ma_kethe	RelConc6_BPre10_BPre3_NStem
tesicalo	te[PossConc8]si[NPre7]calo[NStem]	te_si_calo	PossConc8_NPre7_NStem
njengemabhange	njenge[Comp]ma[NPre6]bhange[NStem]	njenge_ma_bhange	Comp_NPre6_NStem
emabhizinisi	e[NPrePre6]ma[BPre6]bhizinisi[NStem]	e_ma_bhizinisi	NPrePre6_BPre6_NStem
.	.[PUNC]	.	PUNC
Labanengi	laba[AdjPref2]nengi[AdjStem]	laba_nengi	AdjPref2_AdjStem
bomasipala	bo[BPre2a]masipala[NStem]	bo_masipala	BPre2a_NStem
abakwati	a[NegPre]ba[SC2]kw[OC15]at[VRoot]i[VerbTerm]	a_ba_kw_at_i	NegPre_SC2_OC15_VRoot_VerbTerm
kweboleka	kwe[SC15]bolek[VRoot]a[VerbTerm]	kwe_bolek_a	SC15_VRoot_VerbTerm
,	,[PUNC]	,	PUNC
lokwenta	lokw[RelConc15]ent[VRoot]a[VerbTerm]	lokw_ent_a	RelConc15_VRoot_VerbTerm
kube	ku[SC15]be[AuxVStem]	ku_be	SC15_AuxVStem
lukhuni	lukhuni[Adv]	lukhuni	Adv
kutsi	kutsi[Conj]	kutsi	Conj
bangaboleka	ba[SC2a]nga[Pot]bol[VRoot]ek[NPas]a[VerbTerm]	ba_nga_bol_ek_a	SC2a_Pot_VRoot_NPas_VerbTerm
imali	i[NPre9]mali[NStem]	i_mali	NPre9_NStem
.	.[PUNC]	.	PUNC
Hulumende	hulumende[NStem]	hulumende	NStem
kusamele	ku[SC15]sa[ProgPre]mel[VRoot]e[VerbTerm]	ku_sa_mel_e	SC15_ProgPre_VRoot_VerbTerm
atfole	a[SC1]tfol[VRoot]e[VerbTerm]	a_tfol_e	SC1_VRoot_VerbTerm
tindlela	tin[BPre10]dlela[NStem]	tin_dlela	BPre10_NStem
tekuncoba	te[PossConc10]ku[BPre15]ncob[VRoot]a[VerbTerm]	te_ku_ncob_a	PossConc10_BPre15_VRoot_VerbTerm
letinkinga	leti[RelConc10]n[BPre9]kinga[NStem]	leti_n_kinga	RelConc10_BPre9_NStem
leti	leti[CDEM10]	leti	CDEM10
.	.[PUNC]	.	PUNC
Kwakhiwa	Kw[BPre15]akh[VRoot]iw[PassExt]a[VerbTerm]	Kw_akh_iw_a	BPre15_VRoot_PassExt_VerbTerm
kwemncamulajucu	kwe[PossConc15]m[BPre3]ncamulajucu[NStem]	kwe_m_ncamulajucu	PossConc15_BPre3_NStem
wesikhatsi	we[PossConc3]si[BPre7]khatsi[NStem]	we_si_khatsi	PossConc3_BPre7_NStem
wemmango	we[PossConc3]m[BPre3]mango[NStem]	we_m_mango	PossConc3_BPre3_NStem
,	,[PUNC]	,	PUNC
kuhlatiywa	ku[BPre15]hlatiy[VRoot]w[PassExt]a[VerbTerm]	ku_hlatiy_w_a	BPre15_VRoot_PassExt_VerbTerm
kwemikhuba	kwe[PossConc15]mi[BPre4]khuba[NStem]	kwe_mi_khuba	PossConc15_BPre4_NStem
yeminyaka	ye[PossConc4]mi[BPre4]nyaka[NStem]	ye_mi_nyaka	PossConc4_BPre4_NStem
neyesikhatsidze	ne[AdvPre]ye[PossConc4]si[BPre7]khatsidze[NStem]	ne_ye_si_khatsidze	AdvPre_PossConc4_BPre7_NStem
kuphindze	ku[SC15]phindz[VRoot]e[VerbTerm]	ku_phindz_e	SC15_VRoot_VerbTerm
kusite	ku[SC15]sit[VRoot]e[VerbTerm]	ku_sit_e	SC15_VRoot_VerbTerm
ummango	u[NPrePre3]m[BPre3]mango[NStem]	u_m_mango	NPrePre3_BPre3_NStem
kutsi	kutsi[Conj]	kutsi	Conj
uphawule	u[SC3]phawul[VRoot]e[VerbTerm]	u_phawul_e	SC3_VRoot_VerbTerm
tigameko	ti[BPre8]gameko[NStem]	ti_gameko	BPre8_NStem
letitsite	leti[RelConc10]tsite[RelStem]	leti_tsite	RelConc10_RelStem
letitiphindzaphindzako	leti[RelConc8]ti[SC8]phindzaphindz[Intrans]a[VerbTerm]ko[RelSuf]	leti_ti_phindzaphindz_a_ko	RelConc8_SC8_Intrans_VerbTerm_RelSuf
kantsi	kantsi[Conj]	kantsi	Conj
loko	loko[CDEM15]	loko	CDEM15
kuhlomisa	ku[SC15]hlom[VRoot]is[CausExt]a[VerbTerm]	ku_hlom_is_a	SC15_VRoot_CausExt_VerbTerm
ummango	u[NPrePre3]m[BPre3]mango[NStem]	u_m_mango	NPrePre3_BPre3_NStem
kutsi	kutsi[Conj]	kutsi	Conj
ukwati	u[SC3]kw[OC15]at[VRoot]i[VerbTerm]	u_kw_at_i	SC3_OC15_VRoot_VerbTerm
kuphawula	ku[BPre15]phawul[VRoot]a[VerbTerm]	ku_phawul_a	BPre15_VRoot_VerbTerm
nekuhlatiya	ne[AdvPre]ku[OC15]hlatiy[VRoot]a[VerbTerm]	ne_ku_hlatiy_a	AdvPre_OC15_VRoot_VerbTerm
imphumelelo	i[NPrePre9]m[BPre9]phumelelo[NStem]	i_m_phumelelo	NPrePre9_BPre9_NStem
nobe	nobe[Conj]	nobe	Conj
kwehluleka	kw[PossConc15]ehlulek[VRoot]a[VerbTerm]	kw_ehlulek_a	PossConc15_VRoot_VerbTerm
kwetinhlobo	kwe[PossConc15]tin[BPre10]hlobo[NStem]	kwe_tin_hlobo	PossConc15_BPre10_NStem
tetindlela	te[PossConc10]tin[BPre10]dlela[NStem]	te_tin_dlela	PossConc10_BPre10_NStem
tekungenelela	te[PossConc10]ku[BPre15]ngenelel[VRoot]a[VerbTerm]	te_ku_ngenelel_a	PossConc10_BPre15_VRoot_VerbTerm
letike	le[PossConc5]tik[VRoot]e[VerbTerm]	le_tik_e	PossConc5_VRoot_VerbTerm
tasetjentiswa	ta[SC10]setjentis[VRoot]w[PassExt]a[VerbTerm]	ta_setjentis_w_a	SC10_VRoot_PassExt_VerbTerm
emizameni	e[LocPre]mi[BPre4]zame[NStem]ni[LocSuf]	e_mi_zame_ni	LocPre_BPre4_NStem_LocSuf
yekwenta	ye[PossConc4]kw[BPre15]ent[VRoot]a[VerbTerm]	ye_kw_ent_a	PossConc4_BPre15_VRoot_VerbTerm
ncono	ncono[Adv]	ncono	Adv
kutfutfukiswa	ku[BPre15]tfutfuk[VRoot]is[CausExt]w[PassExt]a[VerbTerm]	ku_tfutfuk_is_w_a	BPre15_VRoot_CausExt_PassExt_VerbTerm
kwemmango	kwe[PossConc15]m[BPre3]mango[NStem]	kwe_m_mango	PossConc15_BPre3_NStem
.	.[PUNC]	.	PUNC
Umdvwebo	u[NPrePre3]m[BPre3]dvwebo[NStem]	u_m_dvwebo	NPrePre3_BPre3_NStem
weVenn	we[PossConc3]Venn[Foreign]	we_Venn	PossConc3_Foreign
,	,[PUNC]	,	PUNC
luhlatiyo	lu[BPre11]hlatiyo[NStem]	lu_hlatiyo	BPre11_NStem
lwelizinga	lwe[PossConc11]li[BPre5]zinga[NStem]	lwe_li_zinga	PossConc11_BPre5_NStem
lemphilo	le[PossConc5]m[BPre3]philo[NStem]	le_m_philo	PossConc5_BPre3_NStem
,	,[PUNC]	,	PUNC
kugabanca	ku[BPre15]gabanc[VRoot]a[VerbTerm]	ku_gabanc_a	BPre15_VRoot_VerbTerm
kanye	kanye[Conj]	kanye	Conj
nemisebenti	ne[AdvPre]mi[BPre4]sebenti[NStem]	ne_mi_sebenti	AdvPre_BPre4_NStem
yekuhleleka	ye[PossConc4]ku[BPre15]hlel[VRoot]ek[NPas]a[VerbTerm]	ye_ku_hlel_ek_a	PossConc4_BPre15_VRoot_NPas_VerbTerm
ngelibalave	nge[AdvPre]li[BPre5]balave[NStem]	nge_li_balave	AdvPre_BPre5_NStem
kuveta	ku[SC15]vet[VRoot]a[VerbTerm]	ku_vet_a	SC15_VRoot_VerbTerm
sitfombe	si[BPre7]tfombe[NStem]	si_tfombe	BPre7_NStem
lesibanti	lesi[PossConc7]banti[NStem]	lesi_banti	PossConc7_NStem
mayelana	mayelana[Adv]	mayelana	Adv
nesimo	ne[AdvPre]si[BPre7]mo[NStem]	ne_si_mo	AdvPre_BPre7_NStem
sanyalo	sa[PossConc7]nyalo[Adv]	sa_nyalo	PossConc7_Adv
semmango	se[PossConc7]m[BPre3]mango[NStem]	se_m_mango	PossConc7_BPre3_NStem
,	,[PUNC]	,	PUNC
lokuphawulwa	loku[RelConc15]phawul[VRoot]w[PassExt]a[VerbTerm]	loku_phawul_w_a	RelConc15_VRoot_PassExt_VerbTerm
kuko	ku[LocPre]ko[PronStem15]	ku_ko	LocPre_PronStem15
timphawu	tim[BPre10]phawu[NStem]	tim_phawu	BPre10_NStem
tetelive	te[PossConc10]te[PossConc10]live[NStem]	te_te_live	PossConc10_PossConc10_NStem
,	,[PUNC]	,	PUNC
tesimondzawo	te[PossConc10]si[BPre7]mondzawo[NStem]	te_si_mondzawo	PossConc10_BPre7_NStem
,	,[PUNC]	,	PUNC
tekuhleleka	te[PossConc10]ku[BPre15]hlelek[VRoot]a[VerbTerm]	te_ku_hlelek_a	PossConc10_BPre15_VRoot_VerbTerm
kwemhlaba	kwe[PossConc15]m[BPre3]hlaba[NStem]	kwe_m_hlaba	PossConc15_BPre3_NStem
kanye	kanye[Conj]	kanye	Conj
neluhlatiyo	ne[AdvPre]lu[BPre11]hlatiyo[NStem]	ne_lu_hlatiyo	AdvPre_BPre11_NStem
lwemazinga	lwe[PossConc11]ma[BPre6]zinga[NStem]	lwe_ma_zinga	PossConc11_BPre6_NStem
emphilo	e[PossConc6]m[BPre9]philo[NStem]	e_m_philo	PossConc6_BPre9_NStem
netinsita	ne[AdvPre]tin[BPre10]sita[NStem]	ne_tin_sita	AdvPre_BPre10_NStem
emmangweni	e[LocPre]m[BPre3]mangw[NStem]eni[LocSuf]	e_m_mangw_eni	LocPre_BPre3_NStem_LocSuf
.	.[PUNC]	.	PUNC
Kulandzelela	ku[BPre17]landz[VRoot]elel[IntensExt]a[VerbTerm]	ku_landz_elel_a	BPre17_VRoot_IntensExt_VerbTerm
kuchubeka	ku[BPre15]chub[VRoot]ek[NeutExt]a[VerbTerm]	ku_chub_ek_a	BPre15_VRoot_NeutExt_VerbTerm
kwemklamo	kwe[PossConc15]m[NPre3]klamo[NStem]	kwe_m_klamo	PossConc15_NPre3_NStem
kubalulekile	ku[SC15]balulek[VRoot]ile[Perf]	ku_balulek_ile	SC15_VRoot_Perf
kute	kute[Conj]	kute	Conj
kucinisekiswe	ku[SC15]cinisek[VRoot]is[CausExt]w[PassExt]e[VerbTerm]	ku_cinisek_is_w_e	SC15_VRoot_CausExt_PassExt_VerbTerm
kutsi	kutsi[Conj]	kutsi	Conj
kuhlala	ku[SC15]hlal[VRoot]a[VerbTerm]	ku_hlal_a	SC15_VRoot_VerbTerm
kusemugceni	ku[BPre15]s[PreLocs]e[LocPre]mu[BPre3]gce[NStem]ni[LocSuf]	ku_s_e_mu_gce_ni	BPre15_PreLocs_LocPre_BPre3_NStem_LocSuf
nekutsi	ne[AdvPre]kutsi[Conj]	ne_kutsi	AdvPre_Conj
tinhlekelele	tin[NPre10]hlekelele[NStem]	tin_hlekelele	NPre10_NStem
letinsha	letin[AdjPref10]sha[AdjStem]	letin_sha	AdjPref10_AdjStem
noma	noma[Conj]	noma	Conj
tingucuko	tin[BPre10]gucuko[NStem]	tin_gucuko	BPre10_NStem
tiyabonwa	ti[SC10]ya[Pres]bon[VRoot]w[PassExt]a[VerbTerm]	ti_ya_bon_w_a	SC10_Pres_VRoot_PassExt_VerbTerm
bese	bese[Conj]	bese	Conj
tiyafakwa	ti[SC10]ya[Pres]fak[VRoot]w[PassExt]a[VerbTerm]	ti_ya_fak_w_a	SC10_Pres_VRoot_PassExt_VerbTerm
ekusebenteni	e[LocPre]ku[BPre15]sebente[VRoot]ni[VerbTerm]	e_ku_sebente_ni	LocPre_BPre15_VRoot_VerbTerm
lokulandzelako	loku[RelConc15]landzel[VRoot]a[VerbTerm]ko[RelSuf]	loku_landzel_a_ko	RelConc15_VRoot_VerbTerm_RelSuf
.	.[PUNC]	.	PUNC
Emacembu	e[BPre6]ma[BPre6]cembu[NStem]	e_ma_cembu	BPre6_BPre6_NStem
emiklamo	e[LocPre]mi[BPre4]klamo[NStem]	e_mi_klamo	LocPre_BPre4_NStem
asebentisa	a[SC6]sebent[VRoot]is[CausExt]a[VerbTerm]	a_sebent_is_a	SC6_VRoot_CausExt_VerbTerm
tinkhomba	tin[BPre10]khomba[NStem]	tin_khomba	BPre10_NStem
kute	kute[Conj]	kute	Conj
kulandzelelwe	ku[SC15]landz[VRoot]elel[IntensExt]w[PassExt]e[VerbTerm]	ku_landz_elel_w_e	SC15_VRoot_IntensExt_PassExt_VerbTerm
inchubekela	in[BPre9]chubekela[NStem]	in_chubekela	BPre9_NStem
embili	e[LocPre]m[BPre3]bili[NStem]	e_m_bili	LocPre_BPre3_NStem
.	.[PUNC]	.	PUNC
Tinkhomba	tin[BPre10]khomba[NStem]	tin_khomba	BPre10_NStem
titinhloso	ti[BPre10]tinhloso[NStem]	ti_tinhloso	BPre10_NStem
letikhombisa	leti[RelConc10]khomb[VRoot]is[CausExt]a[VerbTerm]	leti_khomb_is_a	RelConc10_VRoot_CausExt_VerbTerm
kutsi	kutsi[Conj]	kutsi	Conj
imigomo	i[NPrePre4]mi[BPre4]gomo[NStem]	i_mi_gomo	NPrePre4_BPre4_NStem
iphumelelisiwe	i[SC4]phumelel[VRoot]is[CausExt]iw[PassExt]e[VerbTerm]	i_phumelel_is_iw_e	SC4_VRoot_CausExt_PassExt_VerbTerm
.	.[PUNC]	.	PUNC
Ngalesinye	nga[AdvPre]lesi[AdjPref7]nye[AdjStem]	nga_lesi_nye	AdvPre_AdjPref7_AdjStem
sikhatsi	si[BPre7]khatsi[NStem]	si_khatsi	BPre7_NStem
tinhlaka	tin[BPre10]hlaka[NStem]	tin_hlaka	BPre10_NStem
letisasihlahla	leti[RelConc10]sa[AuxVStem]si[BPre7]hlahla[NStem]	leti_sa_si_hlahla	RelConc10_AuxVStem_BPre7_NStem
tibita	ti[SC10]bit[VRoot]a[VerbTerm]	ti_bit_a	SC10_VRoot_VerbTerm
tinkhomba	tin[BPre10]khomba[NStem]	tin_khomba	BPre10_NStem
'	'[PUNC]	'	PUNC
tinkhomba	tin[BPre10]khomba[NStem]	tin_khomba	BPre10_NStem
leticinisekisa	leti[RelConc10]cinisek[VRoot]is[VerbExt]a[VerbTerm]	leti_cinisek_is_a	RelConc10_VRoot_VerbExt_VerbTerm
ngekungakhetsi	nge[AdvPre]ku[BPre15]nga[NegPre]khetsi[NStem]	nge_ku_nga_khetsi	AdvPre_BPre15_NegPre_NStem
'	'[PUNC]	'	PUNC
.	.[PUNC]	.	PUNC
Tinkhomba	tin[BPre10]khomba[NStem]	tin_khomba	BPre10_NStem
kudzingeka	ku[SC15]dzing[VRoot]ek[NPas]a[VerbTerm]	ku_dzing_ek_a	SC15_VRoot_NPas_VerbTerm
kutsi	kutsi[Conj]	kutsi	Conj
tihambisane	ti[SC10]hamb[VRoot]is[CausExt]an[RecipExt]e[VerbTerm]	ti_hamb_is_an_e	SC10_VRoot_CausExt_RecipExt_VerbTerm
,	,[PUNC]	,	PUNC
tilingane	ti[SC10]lingan[VRoot]e[VerbTerm]	ti_lingan_e	SC10_VRoot_VerbTerm
,	,[PUNC]	,	PUNC
ticondze	ti[SC10]condz[VRoot]e[VerbTerm]	ti_condz_e	SC10_VRoot_VerbTerm
ngco	ngco[Ideoph]	ngco	Ideoph
,	,[PUNC]	,	PUNC
tikaleke	ti[SC10]kal[VRoot]ek[VerbExt]e[VerbTerm]	ti_kal_ek_e	SC10_VRoot_VerbExt_VerbTerm
,	,[PUNC]	,	PUNC
tihambisane	ti[SC10]hamb[VRoot]is[CausExt]an[RecipExt]e[VerbTerm]	ti_hamb_is_an_e	SC10_VRoot_CausExt_RecipExt_VerbTerm
netindleko	ne[AdvPre]tin[BPre10]dleko[NStem]	ne_tin_dleko	AdvPre_BPre10_NStem
tibuye	ti[OC10]buy[VRoot]e[VerbTerm]	ti_buy_e	OC10_VRoot_VerbTerm
titfolakale	ti[SC10]tfol[VRoot]akal[NeutExt]e[VerbTerm]	ti_tfol_akal_e	SC10_VRoot_NeutExt_VerbTerm
.	.[PUNC]	.	PUNC
EmaCDW	e[NPrePre6]ma[NPre6]CDW[Abbr]	e_ma_CDW	NPrePre6_NPre6_Abbr
bantfu	ba[BPre2]ntfu[NStem]	ba_ntfu	BPre2_NStem
bemimango	be[PossConc2]mi[BPre4]mango[NStem]	be_mi_mango	PossConc2_BPre4_NStem
labasebenta	laba[RelConc2]sebent[VRoot]a[VerbTerm]	laba_sebent_a	RelConc2_VRoot_VerbTerm
nemimango	ne[AdvPre]mi[BPre4]mango[NStem]	ne_mi_mango	AdvPre_BPre4_NStem
labakhetfwe	laba[RelConc2]khetf[VRoot]w[PassExt]e[VerbTerm]	laba_khetf_w_e	RelConc2_VRoot_PassExt_VerbTerm
kuyo	ku[LocPre]yo[PronStem4]	ku_yo	LocPre_PronStem4
,	,[PUNC]	,	PUNC
labahlala	laba[RelConc2]hlal[VRoot]a[VerbTerm]	laba_hlal_a	RelConc2_VRoot_VerbTerm
khona	khona[Adv]	khona	Adv
,	,[PUNC]	,	PUNC
nalapho	nalapho[ADV]	nalapho	ADV
batawuphendvula	ba[SC2]tawu[Fut]phendvul[VRoot]a[VerbTerm]	ba_tawu_phendvul_a	SC2_Fut_VRoot_VerbTerm
khona	khona[Adv]	khona	Adv
ngemisebenti	nge[AdvPre]mi[BPre4]sebenti[NStem]	nge_mi_sebenti	AdvPre_BPre4_NStem
yabo	ya[PossConc4]bo[PronStem2]	ya_bo	PossConc4_PronStem2
.	.[PUNC]	.	PUNC
Balekelelwa	Ba[SC2]lekelel[VRoot]w[PassExt]a[VerbTerm]	Ba_lekelel_w_a	SC2_VRoot_PassExt_VerbTerm
ngematiko	nge[AdvPre]ma[BPre6]tiko[NStem]	nge_ma_tiko	AdvPre_BPre6_NStem
ahulumende	a[PossConc6]hulumende[NStem]	a_hulumende	PossConc6_NStem
lehlukene	l[PossConc5]ehluk[VRoot]en[RecipExt]e[Perf]	l_ehluk_en_e	PossConc5_VRoot_RecipExt_Perf
,	,[PUNC]	,	PUNC
ikakhulu	i[NPrePre4]ka[AdvPre]khulu[AdjStem]	i_ka_khulu	NPrePre4_AdvPre_AdjStem
hulumende	hulumende[NStem]	hulumende	NStem
wasekhaya	wa[PossConc3]s[PreLocs]e[LocPre]khaya[NStem]	wa_s_e_khaya	PossConc3_PreLocs_LocPre_NStem
.	.[PUNC]	.	PUNC
Luhambomphilo	lu[NPre11]hambo[NStem]m[BPre3]philo[NStem]	lu_hambo_m_philo	NPre11_NStem_BPre3_NStem
Lwekwetfulwa	lwe[PossConc11]kwe[BPre15]tful[VRoot]w[PassExt]a[VerbTerm]	lwe_kwe_tful_w_a	PossConc11_BPre15_VRoot_PassExt_VerbTerm
Kwetinsita	kwe[PossConc15]tin[BPre10]sita[NStem]	kwe_tin_sita	PossConc15_BPre10_NStem
