tidzingo	ti[BPre8]-dzingo[NStem]	ti_dzingo	BPre8_NStem
netiphakamiso	na[AdvPre]-ti[BPre8]-phakamiso[NStem]	na_ti_phakamiso	AdvPre_BPre8_NStem
temmango	ta[PossConc8]-u[NPrePre3]-mu[BPre3]-mango[NStem]	ta_u_mu_mango	PossConc8_NPrePre3_BPre3_NStem
kumkhandlu	ku[LocPre]-mu[BPre3]-khandlu[NStem]	ku_mu_khandlu	LocPre_BPre3_NStem
.	.[Punc]	.	Punc
Luhlelo	lu[BPre11]-hlelo[NStem]	lu_hlelo	BPre11_NStem
lweliwadi	lwe[PossConc11]-li[BPre5]-wadi[NStem]	lwe_li_wadi	PossConc11_BPre5_NStem
lolumphacambili	lolu[Dem11][Pos1]-m[BPre3]-phacambili[NStem]	lolu_m_phacambili	Dem11_Pos1_BPre3_NStem
kanye	kanye[Adv]	kanye	Adv
nekumelwa	na[AdvPre]-ku[OC15]-mel[VRoot]-w[PassExt]-a[VerbTerm]	na_ku_mel_w_a	AdvPre_OC15_VRoot_PassExt_VerbTerm
ngalokulinganako	nga[AdvPre]-loku[Dem15][Pos1]-linganako[NStem]	nga_loku_linganako	AdvPre_Dem15_Pos1_NStem
kusho	ku[SC15]-sh[VRoot]-o[VerbTerm]	ku_sh_o	SC15_VRoot_VerbTerm
kutsi	kutsi[Conj]	kutsi	Conj
imimango	i[NPrePre4]-mi[BPre4]-mango[NStem]	i_mi_mango	NPrePre4_BPre4_NStem
ikhetse	i[SC4]-khets[VRoot]-e[VerbTerm]	i_khets_e	SC4_VRoot_VerbTerm
ngco	ngco[Ideoph]	ngco	Ideoph
labayimele	laba[RelConc2]-yi[CopPre]-mel[VRoot]-e[VerbTerm]	laba_yi_mel_e	RelConc2_CopPre_VRoot_VerbTerm
nalokumele	na[AdvPre]-loku[RelConc15]-mel[VRoot]-e[VerbTerm]	na_loku_mel_e	AdvPre_RelConc15_VRoot_VerbTerm
batiphendvulele	ba[SC2]-ti[ReflPre]-phendvul[VRoot]-el[ApplExt]-e[VerbTerm]	ba_ti_phendvul_el_e	SC2_ReflPre_VRoot_ApplExt_VerbTerm
kuyo	ku[LocPre]-yo[PronStem9]	ku_yo	LocPre_PronStem9
,	,[Punc]	,	Punc
labatawuhambisa	laba[RelConc2]-tawu[Fut]-hamb[VRoot]-is[CausExt]-a[VerbTerm]	laba_tawu_hamb_is_a	RelConc2_Fut_VRoot_CausExt_VerbTerm
futsi	futsi[Conj]	futsi	Conj
babukane	ba[CopPre]-buk[VRoot]-an[RecipExt]-e[VerbTerm]	ba_buk_an_e	CopPre_VRoot_RecipExt_VerbTerm
netikhalo	na[AdvPre]-ti[BPre8]-khalo[NStem]	na_ti_khalo	AdvPre_BPre8_NStem
tabo	ta[PossConc10]-bo[PronStem14]	ta_bo	PossConc10_PronStem14
.	.[Punc]	.	Punc
Chaza	chaz[VRoot]-a[VerbTerm]	chaz_a	VRoot_VerbTerm
tindlela	tin[BPre10]-dlela[NStem]	tin_dlela	BPre10_NStem
letehlukene	leti[RelConc8]-ehluk[VRoot]-an[RecipExt]-ile[Perf]	leti_ehluk_an_ile	RelConc8_VRoot_RecipExt_Perf
ekushayisaneni	e[LocPre]-ku[OC15]-shay[VRoot]-is[CausExt]-an[RecipExt]-a[VerbTerm]-ini[LocSuf]	e_ku_shay_is_an_a_ini	LocPre_OC15_VRoot_CausExt_RecipExt_VerbTerm_LocSuf
.	.[Punc]	.	Punc
Kongela	k[AdvPre]-ong[VRoot]-el[ApplExt]-a[VerbTerm]	k_ong_el_a	AdvPre_VRoot_ApplExt_VerbTerm
umhlalaphasi	u[NPrePre1a]-mhlalaphasi[NStem]	u_mhlalaphasi	NPrePre1a_NStem
neligebe	ne[AdvPre]-li[BPre5]-gebe[NStem]	ne_li_gebe	AdvPre_BPre5_NStem
lenzuzo	le[PossConc5]-n[BPre9]-zuzo[NStem]	le_n_zuzo	PossConc5_BPre9_NStem
yengoti	ye[PossConc9]-ngoti[NStem]	ye_ngoti	PossConc9_NStem
kumele	ku[SC15]-mel[VRoot]-e[VerbTerm]	ku_mel_e	SC15_VRoot_VerbTerm
kuvaleke	ku[SC15]-val[VRoot]-ek[NeutExt]-e[VerbTerm]	ku_val_ek_e	SC15_VRoot_NeutExt_VerbTerm
ngekuhlelwa	nga[AdvPre]-ku[BPre15]-hlel[VRoot]-w[PassExt]-a[VerbTerm]	nga_ku_hlel_w_a	AdvPre_BPre15_VRoot_PassExt_VerbTerm
kabusha	ka[AdvPre]-bu[BPre14]-sha[AdjStem]	ka_bu_sha	AdvPre_BPre14_AdjStem
,	,[Punc]	,	Punc
kufaka	ku[BPre15]-fak[VRoot]-a[VerbTerm]	ku_fak_a	BPre15_VRoot_VerbTerm
ekhatsi	e[LocPre]-khatsi[Adv]	e_khatsi	LocPre_Adv
imali	i[NPre9]-mali[NStem]	i_mali	NPre9_NStem
lekhokhwako	le[PossConc5]-khokh[VRoot]-w[PassExt]-a[VerbTerm]-ko[RelSuf]	le_khokh_w_a_ko	PossConc5_VRoot_PassExt_VerbTerm_RelSuf
lephocelekile	le[PossConc5]-phocelek[VRoot]-ile[Perf]	le_phocelek_ile	PossConc5_VRoot_Perf
ngekutsi	nga[AdvPre]-kutsi[Conj]	nga_kutsi	AdvPre_Conj
kubhekwe	ku[SC15]-bhek[VRoot]-w[PassExt]-e[VerbTerm]	ku_bhek_w_e	SC15_VRoot_PassExt_VerbTerm
kwelekelelwa	kwa[PossConc15]-elekel[VRoot]-el[ApplExt]-w[PassExt]-a[VerbTerm]	kwa_elekel_el_w_a	PossConc15_VRoot_ApplExt_PassExt_VerbTerm
ngetimali	nga[AdvPre]-ti[BPre10]-mali[NStem]	nga_ti_mali	AdvPre_BPre10_NStem
letifakwako	leti[RelConc10]-fak[VRoot]-w[PassExt]-a[VerbTerm]-ko[RelSuf]	leti_fak_w_a_ko	RelConc10_VRoot_PassExt_VerbTerm_RelSuf
kutisebenti	ku[BPre17]-ti[BPre10]-sebenti[NStem]	ku_ti_sebenti	BPre17_BPre10_NStem
letihola	leti[RelConc8]-hol[VRoot]-a[VerbTerm]	leti_hol_a	RelConc8_VRoot_VerbTerm
kancane	ka[AdvPre]-ncane[AdjStem]	ka_ncane	AdvPre_AdjStem
nobe	nobe[Conj]	nobe	Conj
kutisebenti	ku[BPre17]-ti[BPre10]-sebenti[NStem]	ku_ti_sebenti	BPre17_BPre10_NStem
tesikhashana	t[PossConc10]-e[LocPre]-isikhashana[NStem]	t_e_isikhashana	PossConc10_LocPre_NStem
.	.[Punc]	.	Punc
Letinye	leti[AdjPref8]-nye[AdjStem]	leti_nye	AdjPref8_AdjStem
timali	ti[BPre10]-mali[NStem]	ti_mali	BPre10_NStem
tekwebolekwa	te[PossConc10]-kwe[BPre15]-bolek[VRoot]-w[PassExt]-a[VerbTerm]	te_kwe_bolek_w_a	PossConc10_BPre15_VRoot_PassExt_VerbTerm
ngaphandle	nga[AdvPre]-phandle[Adv]	nga_phandle	AdvPre_Adv
titfolakala	ti[SC10]-tfol[VRoot]-akal[NeutExt]-a[VerbTerm]	ti_tfol_akal_a	SC10_VRoot_NeutExt_VerbTerm
etimakethe	a[RelConc6]-tin[BPre10]-ma[BPre3]-kethe[NStem]	a_tin_ma_kethe	RelConc6_BPre10_BPre3_NStem
tesicalo	te[PossConc8]-si[NPre7]-calo[NStem]	te_si_calo	PossConc8_NPre7_NStem
njengemabhange	njenge[Comp]-ma[NPre6]-bhange[NStem]	njenge_ma_bhange	Comp_NPre6_NStem
emabhizinisi	e[NPrePre6]-ma[BPre6]-bhizinisi[NStem]	e_ma_bhizinisi	NPrePre6_BPre6_NStem
.	.[Punc]	.	Punc
Labanengi	laba[AdjPref2]-nengi[AdjStem]	laba_nengi	AdjPref2_AdjStem
bomasipala	bo[BPre2a]-masipala[NStem]	bo_masipala	BPre2a_NStem
abakwati	a[NegPre]-ba[SC2]-ku[OC15]-at[VRoot]-i[VerbTerm]	a_ba_ku_at_i	NegPre_SC2_OC15_VRoot_VerbTerm
kweboleka	kwe[SC15]-bolek[VRoot]-a[VerbTerm]	kwe_bolek_a	SC15_VRoot_VerbTerm
,	,[Punc]	,	Punc
lokwenta	loku[RelConc15]-ent[VRoot]-a[VerbTerm]	loku_ent_a	RelConc15_VRoot_VerbTerm
kube	ku[SC15]-be[AuxVStem]	ku_be	SC15_AuxVStem
lukhuni	lukhuni[Adv]	lukhuni	Adv
kutsi	kutsi[Conj]	kutsi	Conj
bangaboleka	ba[SC2a]-nga[Pot]-bol[VRoot]-ek[NPas]-a[VerbTerm]	ba_nga_bol_ek_a	SC2a_Pot_VRoot_NPas_VerbTerm
imali	i[NPre9]-mali[NStem]	i_mali	NPre9_NStem
.	.[Punc]	.	Punc
Hulumende	hulumende[NStem]	hulumende	NStem
kusamele	ku[SC15]-sa[ProgPre]-mel[VRoot]-e[VerbTerm]	ku_sa_mel_e	SC15_ProgPre_VRoot_VerbTerm
atfole	a[SC1]-tfol[VRoot]-e[VerbTerm]	a_tfol_e	SC1_VRoot_VerbTerm
tindlela	tin[BPre10]-dlela[NStem]	tin_dlela	BPre10_NStem
tekuncoba	te[PossConc10]-ku[BPre15]-ncob[VRoot]-a[VerbTerm]	te_ku_ncob_a	PossConc10_BPre15_VRoot_VerbTerm
letinkinga	leti[RelConc10]-n[BPre9]-kinga[NStem]	leti_n_kinga	RelConc10_BPre9_NStem
leti	leti[Dem10][Pos1]	leti	Dem10_Pos1
.	.[Punc]	.	Punc
Kwakhiwa	ku[BPre15]-akh[VRoot]-iw[PassExt]-a[VerbTerm]	ku_akh_iw_a	BPre15_VRoot_PassExt_VerbTerm
kwemncamulajucu	kwa[PossConc15]-m[BPre3]-ncamulajucu[NStem]	kwa_m_ncamulajucu	PossConc15_BPre3_NStem
wesikhatsi	wa[PossConc3]-si[BPre7]-khatsi[NStem]	wa_si_khatsi	PossConc3_BPre7_NStem
wemmango	wa[PossConc3]-m[BPre3]-mango[NStem]	wa_m_mango	PossConc3_BPre3_NStem
,	,[Punc]	,	Punc
kuhlatiywa	ku[BPre15]-hlatiy[VRoot]-w[PassExt]-a[VerbTerm]	ku_hlatiy_w_a	BPre15_VRoot_PassExt_VerbTerm
kwemikhuba	kwa[PossConc15]-mi[BPre4]-khuba[NStem]	kwa_mi_khuba	PossConc15_BPre4_NStem
yeminyaka	ya[PossConc4]-i[NPrePre4]-mi[BPre4]-nyaka[NStem]	ya_i_mi_nyaka	PossConc4_NPrePre4_BPre4_NStem
neyesikhatsi-dze	ne[AdvPre]-ya[PossConc4]-si[BPre7]-khatsi-dze[NStem]	ne_ya_si_khatsi-dze	AdvPre_PossConc4_BPre7_NStem
kuphindze	ku[SC15]-phindz[VRoot]-e[VerbTerm]	ku_phindz_e	SC15_VRoot_VerbTerm
kusite	ku[SC15]-sit[VRoot]-e[VerbTerm]	ku_sit_e	SC15_VRoot_VerbTerm
ummango	u[NPrePre3]-mu[BPre3]-mango[NStem]	u_mu_mango	NPrePre3_BPre3_NStem
kutsi	kutsi[Conj]	kutsi	Conj
uphawule	u[SC3]-phawul[VRoot]-e[VerbTerm]	u_phawul_e	SC3_VRoot_VerbTerm
tigameko	ti[BPre8]-gameko[NStem]	ti_gameko	BPre8_NStem
letitsite	leti[RelConc10]-tsite[RelStem]	leti_tsite	RelConc10_RelStem
letitiphindzaphindzako	leti[RelConc8]-ti[SC8]-phindzaphindz[Intrans]-a[VerbTerm]-ko[RelSuf]	leti_ti_phindzaphindz_a_ko	RelConc8_SC8_Intrans_VerbTerm_RelSuf
kantsi	kantsi[Conj]	kantsi	Conj
loko	loko[Dem15][Pos2]	loko	Dem15_Pos2
kuhlomisa	ku[SC15]-hlom[VRoot]-is[CausExt]-a[VerbTerm]	ku_hlom_is_a	SC15_VRoot_CausExt_VerbTerm
ummango	u[NPrePre3]-mu[BPre3]-mango[NStem]	u_mu_mango	NPrePre3_BPre3_NStem
kutsi	kutsi[Conj]	kutsi	Conj
ukwati	u[SC3]-ku[OC15]-at[VRoot]-i[VerbTerm]	u_ku_at_i	SC3_OC15_VRoot_VerbTerm
kuphawula	ku[BPre15]-phawul[VRoot]-a[VerbTerm]	ku_phawul_a	BPre15_VRoot_VerbTerm
nekuhlatiya	na[AdvPre]-ku[OC15]-hlatiy[VRoot]-a[VerbTerm]	na_ku_hlatiy_a	AdvPre_OC15_VRoot_VerbTerm
imphumelelo	i[NPrePre9]-n[BPre9]-phumelelo[NStem]	i_n_phumelelo	NPrePre9_BPre9_NStem
nobe	nobe[Conj]	nobe	Conj
kwehluleka	kwa[PossConc15]-ehlulek[VRoot]-a[VerbTerm]	kwa_ehlulek_a	PossConc15_VRoot_VerbTerm
kwetinhlobo	kwa[PossConc15]-tin[BPre10]-hlobo[NStem]	kwa_tin_hlobo	PossConc15_BPre10_NStem
tetindlela	ta[PossConc10]-tin[BPre10]-dlela[NStem]	ta_tin_dlela	PossConc10_BPre10_NStem
tekungenelela	ta[PossConc10]-ku[BPre15]-ngenelel[VRoot]-a[VerbTerm]	ta_ku_ngenelel_a	PossConc10_BPre15_VRoot_VerbTerm
letike	le[PossConc5]-tik[VRoot]-e[VerbTerm]	le_tik_e	PossConc5_VRoot_VerbTerm
tasetjentiswa	ta[SC10]-setjentis[VRoot]-w[PassExt]-a[VerbTerm]	ta_setjentis_w_a	SC10_VRoot_PassExt_VerbTerm
emizameni	e[LocPre]-mi[BPre4]-zamo[NStem]-ini[LocSuf]	e_mi_zamo_ini	LocPre_BPre4_NStem_LocSuf
yekwenta	ya[PossConc4]-ku[BPre15]-ent[VRoot]-a[VerbTerm]	ya_ku_ent_a	PossConc4_BPre15_VRoot_VerbTerm
ncono	ncono[Adv]	ncono	Adv
kutfutfukiswa	ku[BPre15]-tfutfuk[VRoot]-is[CausExt]-w[PassExt]-a[VerbTerm]	ku_tfutfuk_is_w_a	BPre15_VRoot_CausExt_PassExt_VerbTerm
kwemmango	kwe[PossConc15]-m[BPre3]-mango[NStem]	kwe_m_mango	PossConc15_BPre3_NStem
.	.[Punc]	.	Punc
Umdvwebo	u[NPrePre3]-m[BPre3]-dvwebo[NStem]	u_m_dvwebo	NPrePre3_BPre3_NStem
we-Venn	wa[PossConc3]-Venn[Foreign]	wa_Venn	PossConc3_Foreign
,	,[Punc]	,	Punc
luhlatiyo	lu[BPre11]-hlatiyo[NStem]	lu_hlatiyo	BPre11_NStem
lwelizinga	lwa[PossConc11]-li[BPre5]-zinga[NStem]	lwa_li_zinga	PossConc11_BPre5_NStem
lemphilo	le[PossConc5]-m[BPre3]-philo[NStem]	le_m_philo	PossConc5_BPre3_NStem
,	,[Punc]	,	Punc
kugabanca	ku[BPre15]-gabanc[VRoot]-a[VerbTerm]	ku_gabanc_a	BPre15_VRoot_VerbTerm
kanye	kanye[Conj]	kanye	Conj
nemisebenti	na[AdvPre]-mi[BPre4]-sebenti[NStem]	na_mi_sebenti	AdvPre_BPre4_NStem
yekuhleleka	ya[PossConc4]-ku[BPre15]-hlel[VRoot]-ek[NPas]-a[VerbTerm]	ya_ku_hlel_ek_a	PossConc4_BPre15_VRoot_NPas_VerbTerm
ngelibalave	nga[AdvPre]-li[BPre5]-balave[NStem]	nga_li_balave	AdvPre_BPre5_NStem
kuveta	ku[SC15]-vet[VRoot]-a[VerbTerm]	ku_vet_a	SC15_VRoot_VerbTerm
sitfombe	si[BPre7]-tfombe[NStem]	si_tfombe	BPre7_NStem
lesibanti	lesi[PossConc7]-banti[NStem]	lesi_banti	PossConc7_NStem
mayelana	mayelana[Adv]	mayelana	Adv
nesimo	na[AdvPre]-si[BPre7]-mo[NStem]	na_si_mo	AdvPre_BPre7_NStem
sanyalo	sa[PossConc7]-nyalo[Adv]	sa_nyalo	PossConc7_Adv
semmango	sa[PossConc7]-m[BPre3]-mango[NStem]	sa_m_mango	PossConc7_BPre3_NStem
,	,[Punc]	,	Punc
lokuphawulwa	loku[RelConc15]-phawul[VRoot]-w[PassExt]-a[VerbTerm]	loku_phawul_w_a	RelConc15_VRoot_PassExt_VerbTerm
kuko	ku[LocPre]-ko[PronStem15]	ku_ko	LocPre_PronStem15
timphawu	tin[BPre10]-phawu[NStem]	tin_phawu	BPre10_NStem
tetelive	ta[PossConc10]-ta[PossConc10]-live[NStem]	ta_ta_live	PossConc10_PossConc10_NStem
,	,[Punc]	,	Punc
tesimondzawo	ta[PossConc10]-si[BPre7]-mondzawo[NStem]	ta_si_mondzawo	PossConc10_BPre7_NStem
,	,[Punc]	,	Punc
tekuhleleka	ta[PossConc10]-ku[BPre15]-hlelek[VRoot]-a[VerbTerm]	ta_ku_hlelek_a	PossConc10_BPre15_VRoot_VerbTerm
kwemhlaba	kwa[PossConc15]-m[BPre3]-hlaba[NStem]	kwa_m_hlaba	PossConc15_BPre3_NStem
kanye	kanye[Conj]	kanye	Conj
neluhlatiyo	na[AdvPre]-lu[BPre11]-hlatiyo[NStem]	na_lu_hlatiyo	AdvPre_BPre11_NStem
lwemazinga	lwa[PossConc11]-ma[BPre6]-zinga[NStem]	lwa_ma_zinga	PossConc11_BPre6_NStem
emphilo	a[PossConc6]-in[BPre9]-philo[NStem]	a_in_philo	PossConc6_BPre9_NStem
netinsita	ne[AdvPre]-tin[BPre10]-sita[NStem]	ne_tin_sita	AdvPre_BPre10_NStem
emmangweni	e[LocPre]-u[NPrePre3]-mu[BPre3]-mango[NStem]-ini[LocSuf]	e_u_mu_mango_ini	LocPre_NPrePre3_BPre3_NStem_LocSuf
.	.[Punc]	.	Punc
Kulandzelela	ku[BPre17]-landz[VRoot]-elel[IntensExt]-a[VerbTerm]	ku_landz_elel_a	BPre17_VRoot_IntensExt_VerbTerm
kuchubeka	ku[BPre15]-chub[VRoot]-ek[NeutExt]-a[VerbTerm]	ku_chub_ek_a	BPre15_VRoot_NeutExt_VerbTerm
kwemklamo	kwe[PossConc15]-m[NPre3]-klamo[NStem]	kwe_m_klamo	PossConc15_NPre3_NStem
kubalulekile	ku[SC15]-balulek[VRoot]-ile[Perf]	ku_balulek_ile	SC15_VRoot_Perf
kute	kute[Conj]	kute	Conj
kucinisekiswe	ku[SC15]-cinisek[VRoot]-is[CausExt]-w[PassExt]-e[VerbTerm]	ku_cinisek_is_w_e	SC15_VRoot_CausExt_PassExt_VerbTerm
kutsi	kutsi[Conj]	kutsi	Conj
kuhlala	ku[SC15]-hlal[VRoot]-a[VerbTerm]	ku_hlal_a	SC15_VRoot_VerbTerm
kusemugceni	ku[BPre15]-s[PreLoc-s]-e[LocPre]-mu[BPre3]-gca[NStem]-ini[LocSuf]	ku_s_e_mu_gca_ini	BPre15_PreLoc-s_LocPre_BPre3_NStem_LocSuf
nekutsi	ne[AdvPre]-kutsi[Conj]	ne_kutsi	AdvPre_Conj
tinhlekelele	tin[NPre10]-hlekelele[NStem]	tin_hlekelele	NPre10_NStem
letinsha	letin[AdjPref10]-sha[AdjStem]	letin_sha	AdjPref10_AdjStem
noma	noma[Conj]	noma	Conj
tingucuko	tin[BPre10]-gucuko[NStem]	tin_gucuko	BPre10_NStem
tiyabonwa	ti[SC10]-ya[Pres]-bon[VRoot]-w[PassExt]-a[VerbTerm]	ti_ya_bon_w_a	SC10_Pres_VRoot_PassExt_VerbTerm
bese	bese[Conj]	bese	Conj
tiyafakwa	ti[SC10]-ya[Pres]-fak[VRoot]-w[PassExt]-a[VerbTerm]	ti_ya_fak_w_a	SC10_Pres_VRoot_PassExt_VerbTerm
ekusebenteni	e[LocPre]-ku[BPre15]-sebent[VRoot]-a[VerbTerm]-ini[LocSuf]	e_ku_sebent_a_ini	LocPre_BPre15_VRoot_VerbTerm_LocSuf
lokulandzelako	loku[RelConc15]-landzel[VRoot]-a[VerbTerm]-ko[RelSuf]	loku_landzel_a_ko	RelConc15_VRoot_VerbTerm_RelSuf
.	.[Punc]	.	Punc
Emacembu	e[BPre6]-ma[BPre6]-cembu[NStem]	e_ma_cembu	BPre6_BPre6_NStem
emiklamo	e[LocPre]-i[NPrePre4]-mi[BPre4]-klamo[NStem]	e_i_mi_klamo	LocPre_NPrePre4_BPre4_NStem
asebentisa	a[SC6]-sebent[VRoot]-is[CausExt]-a[VerbTerm]	a_sebent_is_a	SC6_VRoot_CausExt_VerbTerm
tinkhomba	tin[BPre10]-khomba[NStem]	tin_khomba	BPre10_NStem
kute	kute[Conj]	kute	Conj
kulandzelelwe	ku[SC15]-landz[VRoot]-elel[IntensExt]-w[PassExt]-a[VerbTerm]	ku_landz_elel_w_a	SC15_VRoot_IntensExt_PassExt_VerbTerm
inchubekela	in[BPre9]-chubekela[NStem]	in_chubekela	BPre9_NStem
embili	e[LocPre]-n[BPre9]-m[BPre3]-bili[NStem]	e_n_m_bili	LocPre_BPre9_BPre3_NStem
.	.[Punc]	.	Punc
Tinkhomba	tin[BPre10]-khomba[NStem]	tin_khomba	BPre10_NStem
titinhloso	ti[BPre10]-tinhloso[NStem]	ti_tinhloso	BPre10_NStem
letikhombisa	leti[RelConc10]-khomb[VRoot]-is[CausExt]-a[VerbTerm]	leti_khomb_is_a	RelConc10_VRoot_CausExt_VerbTerm
kutsi	kutsi[Conj]	kutsi	Conj
imigomo	i[NPrePre4]-mi[BPre4]-gomo[NStem]	i_mi_gomo	NPrePre4_BPre4_NStem
iphumelelisiwe	i[SC4]-phumelel[VRoot]-is[CausExt]-iw[PassExt]-e[VerbTerm]	i_phumelel_is_iw_e	SC4_VRoot_CausExt_PassExt_VerbTerm
.	.[Punc]	.	Punc
Ngalesinye	nga[AdvPre]-lesi[AdjPref7]-nye[AdjStem]	nga_lesi_nye	AdvPre_AdjPref7_AdjStem
sikhatsi	si[BPre7]-khatsi[NStem]	si_khatsi	BPre7_NStem
tinhlaka	tin[BPre10]-hlaka[NStem]	tin_hlaka	BPre10_NStem
letisasihlahla	leti[RelConc10]-sa[AuxVStem]-si[BPre7]-hlahla[NStem]	leti_sa_si_hlahla	RelConc10_AuxVStem_BPre7_NStem
tibita	ti[SC10]-bit[VRoot]-a[VerbTerm]	ti_bit_a	SC10_VRoot_VerbTerm
tinkhomba	tin[BPre10]-khomba[NStem]	tin_khomba	BPre10_NStem
'	'[Punc]	'	Punc
tinkhomba	tin[BPre10]-khomba[NStem]	tin_khomba	BPre10_NStem
leticinisekisa	leti[RelConc10]-cinisek[VRoot]-is[VerbExt]-a[VerbTerm]	leti_cinisek_is_a	RelConc10_VRoot_VerbExt_VerbTerm
ngekungakhetsi	nga[AdvPre]-ku[BPre15]-nga[NegPre]-khetsi[NStem]	nga_ku_nga_khetsi	AdvPre_BPre15_NegPre_NStem
'	'[Punc]	'	Punc
.	.[Punc]	.	Punc
Tinkhomba	tin[BPre10]-khomba[NStem]	tin_khomba	BPre10_NStem
kudzingeka	ku[SC15]-dzing[VRoot]-ek[NPas]-a[VerbTerm]	ku_dzing_ek_a	SC15_VRoot_NPas_VerbTerm
kutsi	kutsi[Conj]	kutsi	Conj
tihambisane	ti[SC10]-hamb[VRoot]-is[CausExt]-an[RecipExt]-e[VerbTerm]	ti_hamb_is_an_e	SC10_VRoot_CausExt_RecipExt_VerbTerm
,	,[Punc]	,	Punc
tilingane	ti[SC10]-lingan[VRoot]-e[VerbTerm]	ti_lingan_e	SC10_VRoot_VerbTerm
,	,[Punc]	,	Punc
ticondze	ti[SC10]-condz[VRoot]-e[VerbTerm]	ti_condz_e	SC10_VRoot_VerbTerm
ngco	ngco[Ideoph]	ngco	Ideoph
,	,[Punc]	,	Punc
tikaleke	ti[SC10]-kal[VRoot]-ek[VerbExt]-e[VerbTerm]	ti_kal_ek_e	SC10_VRoot_VerbExt_VerbTerm
,	,[Punc]	,	Punc
tihambisane	ti[SC10]-hamb[VRoot]-is[CausExt]-an[RecipExt]-e[VerbTerm]	ti_hamb_is_an_e	SC10_VRoot_CausExt_RecipExt_VerbTerm
netindleko	na[AdvPre]-tin[BPre10]-dleko[NStem]	na_tin_dleko	AdvPre_BPre10_NStem
tibuye	ti[OC10]-buy[VRoot]-e[VerbTerm]	ti_buy_e	OC10_VRoot_VerbTerm
titfolakale	ti[SC10]-tfol[VRoot]-akal[NeutExt]-e[VerbTerm]	ti_tfol_akal_e	SC10_VRoot_NeutExt_VerbTerm
.	.[Punc]	.	Punc
Ema-CDW	e[NPrePre6]-ma[NPre6]-CDW[Abbr]	e_ma_CDW	NPrePre6_NPre6_Abbr
bantfu	ba[BPre2]-ntfu[NStem]	ba_ntfu	BPre2_NStem
bemimango	ba[PossConc2]-mi[BPre4]-mango[NStem]	ba_mi_mango	PossConc2_BPre4_NStem
labasebenta	laba[RelConc2]-sebent[VRoot]-a[VerbTerm]	laba_sebent_a	RelConc2_VRoot_VerbTerm
nemimango	ne[AdvPre]-mi[BPre4]-mango[NStem]	ne_mi_mango	AdvPre_BPre4_NStem
labakhetfwe	laba[RelConc2]-khets[VRoot]-w[PassExt]-e[VerbTerm]	laba_khets_w_e	RelConc2_VRoot_PassExt_VerbTerm
kuyo	ku[LocPre]-yo[PronStem4]	ku_yo	LocPre_PronStem4
,	,[Punc]	,	Punc
labahlala	laba[RelConc2]-hlal[VRoot]-a[VerbTerm]	laba_hlal_a	RelConc2_VRoot_VerbTerm
khona	khona[Adv]	khona	Adv
,	,[Punc]	,	Punc
nalapho	na[AdvPre]-lapho[Dem16][Pos2]	na_lapho	AdvPre_Dem16_Pos2
batawuphendvula	ba[SC2]-tawu[Fut]-phendvul[VRoot]-a[VerbTerm]	ba_tawu_phendvul_a	SC2_Fut_VRoot_VerbTerm
khona	khona[Adv]	khona	Adv
ngemisebenti	nga[AdvPre]-i[NPrePre4]-mi[BPre4]-sebenti[NStem]	nga_i_mi_sebenti	AdvPre_NPrePre4_BPre4_NStem
yabo	ya[PossConc4]-bo[PronStem2]	ya_bo	PossConc4_PronStem2
.	.[Punc]	.	Punc
