word	seg	parse
neyesikhatsi-dze	ne-ya-si-khatsi-dze	ne[AdvPre]-ya[PossConc4]-si[BPre7]-khatsi-dze[NStem]
kuphindze	ku-phindz-e	ku[SC15]-phindz[VRoot]-e[VerbTerm]
kusite	ku-sit-e	ku[SC15]-sit[VRoot]-e[VerbTerm]
ummango	u-mu-mango	u[NPrePre3]-mu[BPre3]-mango[NStem]
kutsi	kutsi	kutsi[Conj]
uphawule	u-phawul-e	u[SC3]-phawul[VRoot]-e[VerbTerm]
tigameko	ti-gameko	ti[BPre8]-gameko[NStem]
letitsite	leti-tsite	leti[RelConc10]-tsite[RelStem]
letitiphindzaphindzako	leti-ti-phindzaphindz-a-ko	leti[RelConc8]-ti[SC8]-phindzaphindz[Intrans]-a[VerbTerm]-ko[RelSuf]
kantsi	kantsi	kantsi[Conj]
loko	loko	loko[Dem15][Pos2]
kuhlomisa	ku-hlom-is-a	ku[SC15]-hlom[VRoot]-is[CausExt]-a[VerbTerm]
ummango	u-mu-mango	u[NPrePre3]-mu[BPre3]-mango[NStem]
kutsi	kutsi	kutsi[Conj]
ukwati	u-ku-at-i	u[SC3]-ku[OC15]-at[VRoot]-i[VerbTerm]
kuphawula	ku-phawul-a	ku[BPre15]-phawul[VRoot]-a[VerbTerm]
nekuhlatiya	na-ku-hlatiy-a	na[AdvPre]-ku[OC15]-hlatiy[VRoot]-a[VerbTerm]
imphumelelo	i-n-phumelelo	i[NPrePre9]-n[BPre9]-phumelelo[NStem]
nobe	nobe	nobe[Conj]
kwehluleka	kwa-ehlulek-a	kwa[PossConc15]-ehlulek[VRoot]-a[VerbTerm]
kwetinhlobo	kwa-tin-hlobo	kwa[PossConc15]-tin[BPre10]-hlobo[NStem]
tetindlela	ta-tin-dlela	ta[PossConc10]-tin[BPre10]-dlela[NStem]
tekungenelela	ta-ku-ngenelel-a	ta[PossConc10]-ku[BPre15]-ngenelel[VRoot]-a[VerbTerm]
letike	le-tik-e	le[PossConc5]-tik[VRoot]-e[VerbTerm]
tasetjentiswa	ta-setjentis-w-a	ta[SC10]-setjentis[VRoot]-w[PassExt]-a[VerbTerm]
emizameni	e-mi-zamo-ini	e[LocPre]-mi[BPre4]-zamo[NStem]-ini[LocSuf]
yekwenta	ya-ku-ent-a	ya[PossConc4]-ku[BPre15]-ent[VRoot]-a[VerbTerm]
ncono	ncono	ncono[Adv]
kutfutfukiswa	ku-tfutfuk-is-w-a	ku[BPre15]-tfutfuk[VRoot]-is[CausExt]-w[PassExt]-a[VerbTerm]
kwemmango	kwe-m-mango	kwe[PossConc15]-m[BPre3]-mango[NStem]
.	.	.[Punc]
Umdvwebo	u-m-dvwebo	u[NPrePre3]-m[BPre3]-dvwebo[NStem]
we-Venn	wa-Venn	wa[PossConc3]-Venn[Foreign]
,	,	,[Punc]
luhlatiyo	lu-hlatiyo	lu[BPre11]-hlatiyo[NStem]
lwelizinga	lwa-li-zinga	lwa[PossConc11]-li[BPre5]-zinga[NStem]
lemphilo	le-m-philo	le[PossConc5]-m[BPre3]-philo[NStem]
,	,	,[Punc]
kugabanca	ku-gabanc-a	ku[BPre15]-gabanc[VRoot]-a[VerbTerm]
kanye	kanye	kanye[Conj]
nemisebenti	na-mi-sebenti	na[AdvPre]-mi[BPre4]-sebenti[NStem]
yekuhleleka	ya-ku-hlel-ek-a	ya[PossConc4]-ku[BPre15]-hlel[VRoot]-ek[NPas]-a[VerbTerm]
ngelibalave	nga-li-balave	nga[AdvPre]-li[BPre5]-balave[NStem]
kuveta	ku-vet-a	ku[SC15]-vet[VRoot]-a[VerbTerm]
sitfombe	si-tfombe	si[BPre7]-tfombe[NStem]
lesibanti	lesi-banti	lesi[PossConc7]-banti[NStem]
mayelana	mayelana	mayelana[Adv]
nesimo	na-si-mo	na[AdvPre]-si[BPre7]-mo[NStem]
sanyalo	sa-nyalo	sa[PossConc7]-nyalo[Adv]
semmango	sa-m-mango	sa[PossConc7]-m[BPre3]-mango[NStem]
,	,	,[Punc]
lokuphawulwa	loku-phawul-w-a	loku[RelConc15]-phawul[VRoot]-w[PassExt]-a[VerbTerm]
kuko	ku-ko	ku[LocPre]-ko[PronStem15]
timphawu	tin-phawu	tin[BPre10]-phawu[NStem]
tetelive	ta-ta-live	ta[PossConc10]-ta[PossConc10]-live[NStem]
,	,	,[Punc]
tesimondzawo	ta-si-mondzawo	ta[PossConc10]-si[BPre7]-mondzawo[NStem]
,	,	,[Punc]
tekuhleleka	ta-ku-hlelek-a	ta[PossConc10]-ku[BPre15]-hlelek[VRoot]-a[VerbTerm]
kwemhlaba	kwa-m-hlaba	kwa[PossConc15]-m[BPre3]-hlaba[NStem]
kanye	kanye	kanye[Conj]
neluhlatiyo	na-lu-hlatiyo	na[AdvPre]-lu[BPre11]-hlatiyo[NStem]
lwemazinga	lwa-ma-zinga	lwa[PossConc11]-ma[BPre6]-zinga[NStem]
emphilo	a-in-philo	a[PossConc6]-in[BPre9]-philo[NStem]
netinsita	ne-tin-sita	ne[AdvPre]-tin[BPre10]-sita[NStem]
emmangweni	e-u-mu-mango-ini	e[LocPre]-u[NPrePre3]-mu[BPre3]-mango[NStem]-ini[LocSuf]
.	.	.[Punc]
Kulandzelela	ku-landz-elel-a	ku[BPre17]-landz[VRoot]-elel[IntensExt]-a[VerbTerm]
kuchubeka	ku-chub-ek-a	ku[BPre15]-chub[VRoot]-ek[NeutExt]-a[VerbTerm]
kwemklamo	kwe-m-klamo	kwe[PossConc15]-m[NPre3]-klamo[NStem]
kubalulekile	ku-balulek-ile	ku[SC15]-balulek[VRoot]-ile[Perf]
kute	kute	kute[Conj]
kucinisekiswe	ku-cinisek-is-w-e	ku[SC15]-cinisek[VRoot]-is[CausExt]-w[PassExt]-e[VerbTerm]
kutsi	kutsi	kutsi[Conj]
kuhlala	ku-hlal-a	ku[SC15]-hlal[VRoot]-a[VerbTerm]
kusemugceni	ku-s-e-mu-gca-ini	ku[BPre15]-s[PreLoc-s]-e[LocPre]-mu[BPre3]-gca[NStem]-ini[LocSuf]
nekutsi	ne-kutsi	ne[AdvPre]-kutsi[Conj]
tinhlekelele	tin-hlekelele	tin[NPre10]-hlekelele[NStem]
letinsha	letin-sha	letin[AdjPref10]-sha[AdjStem]
noma	noma	noma[Conj]
tingucuko	tin-gucuko	tin[BPre10]-gucuko[NStem]
tiyabonwa	ti-ya-bon-w-a	ti[SC10]-ya[Pres]-bon[VRoot]-w[PassExt]-a[VerbTerm]
bese	bese	bese[Conj]
tiyafakwa	ti-ya-fak-w-a	ti[SC10]-ya[Pres]-fak[VRoot]-w[PassExt]-a[VerbTerm]
ekusebenteni	e-ku-sebent-a-ini	e[LocPre]-ku[BPre15]-sebent[VRoot]-a[VerbTerm]-ini[LocSuf]
lokulandzelako	loku-landzel-a-ko	loku[RelConc15]-landzel[VRoot]-a[VerbTerm]-ko[RelSuf]
.	.	.[Punc]
Emacembu	e-ma-cembu	e[BPre6]-ma[BPre6]-cembu[NStem]
emiklamo	e-i-mi-klamo	e[LocPre]-i[NPrePre4]-mi[BPre4]-klamo[NStem]
asebentisa	a-sebent-is-a	a[SC6]-sebent[VRoot]-is[CausExt]-a[VerbTerm]
tinkhomba	tin-khomba	tin[BPre10]-khomba[NStem]
kute	kute	kute[Conj]
kulandzelelwe	ku-landz-elel-w-a	ku[SC15]-landz[VRoot]-elel[IntensExt]-w[PassExt]-a[VerbTerm]
inchubekela	in-chubekela	in[BPre9]-chubekela[NStem]
embili	e-n-m-bili	e[LocPre]-n[BPre9]-m[BPre3]-bili[NStem]
.	.	.[Punc]
Tinkhomba	tin-khomba	tin[BPre10]-khomba[NStem]
titinhloso	ti-tinhloso	ti[BPre10]-tinhloso[NStem]
letikhombisa	leti-khomb-is-a	leti[RelConc10]-khomb[VRoot]-is[CausExt]-a[VerbTerm]
kutsi	kutsi	kutsi[Conj]
imigomo	i-mi-gomo	i[NPrePre4]-mi[BPre4]-gomo[NStem]
iphumelelisiwe	i-phumelel-is-iw-e	i[SC4]-phumelel[VRoot]-is[CausExt]-iw[PassExt]-e[VerbTerm]
.	.	.[Punc]
Ngalesinye	nga-lesi-nye	nga[AdvPre]-lesi[AdjPref7]-nye[AdjStem]
sikhatsi	si-khatsi	si[BPre7]-khatsi[NStem]
tinhlaka	tin-hlaka	tin[BPre10]-hlaka[NStem]
letisasihlahla	leti-sa-si-hlahla	leti[RelConc10]-sa[AuxVStem]-si[BPre7]-hlahla[NStem]
tibita	ti-bit-a	ti[SC10]-bit[VRoot]-a[VerbTerm]
tinkhomba	tin-khomba	tin[BPre10]-khomba[NStem]
'	'	'[Punc]
tinkhomba	tin-khomba	tin[BPre10]-khomba[NStem]
leticinisekisa	leti-cinisek-is-a	leti[RelConc10]-cinisek[VRoot]-is[VerbExt]-a[VerbTerm]
ngekungakhetsi	nga-ku-nga-khetsi	nga[AdvPre]-ku[BPre15]-nga[NegPre]-khetsi[NStem]
'	'	'[Punc]
.	.	.[Punc]
Tinkhomba	tin-khomba	tin[BPre10]-khomba[NStem]
kudzingeka	ku-dzing-ek-a	ku[SC15]-dzing[VRoot]-ek[NPas]-a[VerbTerm]
kutsi	kutsi	kutsi[Conj]
tihambisane	ti-hamb-is-an-e	ti[SC10]-hamb[VRoot]-is[CausExt]-an[RecipExt]-e[VerbTerm]
,	,	,[Punc]
tilingane	ti-lingan-e	ti[SC10]-lingan[VRoot]-e[VerbTerm]
,	,	,[Punc]
ticondze	ti-condz-e	ti[SC10]-condz[VRoot]-e[VerbTerm]
ngco	ngco	ngco[Ideoph]
,	,	,[Punc]
tikaleke	ti-kal-ek-e	ti[SC10]-kal[VRoot]-ek[VerbExt]-e[VerbTerm]
,	,	,[Punc]
tihambisane	ti-hamb-is-an-e	ti[SC10]-hamb[VRoot]-is[CausExt]-an[RecipExt]-e[VerbTerm]
netindleko	na-tin-dleko	na[AdvPre]-tin[BPre10]-dleko[NStem]
tibuye	ti-buy-e	ti[OC10]-buy[VRoot]-e[VerbTerm]
titfolakale	ti-tfol-akal-e	ti[SC10]-tfol[VRoot]-akal[NeutExt]-e[VerbTerm]
.	.	.[Punc]
Ema-CDW	e-ma-CDW	e[NPrePre6]-ma[NPre6]-CDW[Abbr]
bantfu	ba-ntfu	ba[BPre2]-ntfu[NStem]
bemimango	ba-mi-mango	ba[PossConc2]-mi[BPre4]-mango[NStem]
labasebenta	laba-sebent-a	laba[RelConc2]-sebent[VRoot]-a[VerbTerm]
nemimango	ne-mi-mango	ne[AdvPre]-mi[BPre4]-mango[NStem]
labakhetfwe	laba-khets-w-e	laba[RelConc2]-khets[VRoot]-w[PassExt]-e[VerbTerm]
kuyo	ku-yo	ku[LocPre]-yo[PronStem4]
,	,	,[Punc]
labahlala	laba-hlal-a	laba[RelConc2]-hlal[VRoot]-a[VerbTerm]
khona	khona	khona[Adv]
,	,	,[Punc]
nalapho	na-lapho	na[AdvPre]-lapho[Dem16][Pos2]
batawuphendvula	ba-tawu-phendvul-a	ba[SC2]-tawu[Fut]-phendvul[VRoot]-a[VerbTerm]
khona	khona	khona[Adv]
ngemisebenti	nga-i-mi-sebenti	nga[AdvPre]-i[NPrePre4]-mi[BPre4]-sebenti[NStem]
yabo	ya-bo	ya[PossConc4]-bo[PronStem2]
.	.	.[Punc]
Balekelelwa	ba-elekelel-w-a	ba[SC2]-elekelel[VRoot]-w[PassExt]-a[VerbTerm]
ngematiko	nga-ma-tiko	nga[AdvPre]-ma[BPre6]-tiko[NStem]
ahulumende	a-hulumende	a[PossConc6]-hulumende[NStem]
lehlukene	la-ehluk-an-ile	la[PossConc5]-ehluk[VRoot]-an[RecipExt]-ile[Perf]
,	,	,[Punc]
ikakhulu	i-ka-khulu	i[NPrePre4]-ka[AdvPre]-khulu[AdjStem]
hulumende	hulumende	hulumende[NStem]
wasekhaya	wa-s-e-khaya	wa[PossConc3]-s[PreLoc-s]-e[LocPre]-khaya[NStem]
.	.	.[Punc]
Luhambo-mphilo	lu-hambo-m-philo	lu[NPre11]-hambo[NStem]-m[BPre3]-philo[NStem]
Lwekwetfulwa	lwe-kwe-tful-w-a	lwe[PossConc11]-kwe[BPre15]-tful[VRoot]-w[PassExt]-a[VerbTerm]
Kwetinsita	kwe-tin-sita	kwe[PossConc15]-tin[BPre10]-sita[NStem]
lusebenta	lu-sebent-a	lu[SC11]-sebent[VRoot]-a[VerbTerm]
kuto	ku-to	ku[LocPre]-to[PronStem8]
tonkhe	to-nkhe	to[QuantConc8]-nkhe[QuantStem]
tinhlangotsi	tin-hlangotsi	tin[BPre10]-hlangotsi[NStem]
tahulumende	ta-hulumende	ta[PossConc8]-hulumende[NStem]
,	,	,[Punc]
luyinchubo	lu-yi-nchubo	lu[BPre11]-yi[CopPre]-nchubo[NStem]
yekutsintsana	ye-ku-tsints-an-a	ye[PossConc9]-ku[BPre15]-tsints[VRoot]-an[RecipExt]-a[VerbTerm]
lapho	lapho	lapho[Dem16][Pos2]
inchubomgomo	i-n-chubomgomo	i[NPrePre9]-n[BPre9]-chubomgomo[NStem]
itfutfukiswa	i-tfutfuk-is-w-a	i[SC9]-tfutfuk[VRoot]-is[CausExt]-w[PassExt]-a[VerbTerm]
khona	khona	khona[Adv]
,	,	,[Punc]
ngekuhamba	nga-ku-hamb-a	nga[AdvPre]-ku[OC15]-hamb[VRoot]-a[VerbTerm]
kwesikhatsi	kwa-si-khatsi	kwa[PossConc15]-si[BPre7]-khatsi[NStem]
,	,	,[Punc]
kusatfolakala	ku-sa-tfolak-al-a	ku[SC15]-sa[Pro]-tfolak[VRoot]-al[NAct]-a[VerbTerm]
tifundvo	ti-fundvo	ti[BPre8]-fundvo[NStem]
kuloluhambo	ku-lolu-hambo	ku[LocPre]-lolu[Dem11]-hambo[NStem]
tibuyiselwa	ti-buyisel-w-a	ti[OC8]-buyisel[VRoot]-w[PassExt]-a[VerbTerm]
emuva	e-mu-va	e[LocPre]-mu[BPre3]-va[Adv]
esigabeni	e-si-gaba-ini	e[LocPre]-si[BPre7]-gaba[NStem]-ini[LocSuf]
sekwenta	se-ku-ent-a	se[PossConc7]-ku[BPre15]-ent[VRoot]-a[VerbTerm]
inchubomgomo	i-n-chubomgomo	i[NPrePre9]-n[BPre9]-chubomgomo[NStem]
.	.	.[Punc]
Kuvikela	ku-vik-el-a	ku[BPre15]-vik[VRoot]-el[ApplExt]-a[VerbTerm]
imvelo	i-n-velo	i[NPrePre9]-n[BPre9]-velo[NStem]
ngato	nga-to	nga[AdvPre]-to[PronStem10]
tonkhe	to-nkhe	to[QuantConc10]-nkhe[QuantStem]
tindlela	tin-dlela	tin[BPre10]-dlela[NStem]
,	,	,[Punc]
kushiyela	ku-shiy-el-a	ku[SC15]-shiy[VRoot]-el[ApplExt]-a[VerbTerm]
titukulwane	ti-tukulwane	ti[BPre8]-tukulwane[NStem]
letitako	leti-(i)t-a-ko	leti[RelConc8]-(i)t[VRoot]-a[VerbTerm]-ko[RelSuf]
lokungenani	loku-nga-li-nani	loku[RelConc15]-nga[AdvPre]-li[BPre5]-nani[NStem]
sipho	si-pho	si[BPre7]-pho[NStem]
lesinesisindvo	lesi-na-si-sindvo	lesi[RelConc7]-na[AdvPre]-si[BPre7]-sindvo[NStem]
lesifanako	lesi-fan-a-ko	lesi[RelConc7]-fan[VRoot]-a[VerbTerm]-ko[RelSuf]
.	.	.[Punc]
I-IDP	i-IDP	i[NPrePre9]-IDP[Abbr]
kumele	ku-mel-e	ku[SC15]-mel[VRoot]-e[VerbTerm]
ibuyeketwe	i-buyeket-w-e	i[OC9]-buyeket[VRoot]-w[PassExt]-e[VerbTerm]
ngumkhandlu	ngu-u-mu-khandlu	ngu[CopPre]-u[NPrePre3]-mu[BPre3]-khandlu[NStem]
kanye	kanye	kanye[Conj]
ngemnyaka	nge-m-nyaka	nge[AdvPre]-m[BPre3]-nyaka[NStem]
.	.	.[Punc]
Umkhandlu	u-mu-khandlu	u[NPrePre3]-mu[BPre3]-khandlu[NStem]
kumele	ku-mel-e	ku[SC15]-mel[VRoot]-e[VerbTerm]
ubuyekete	u-buyeket-e	u[SC3]-buyeket[VRoot]-e[VerbTerm]
neliphakelo-timali	ne-li-phakelo-timali	ne[AdvPre]-li[BPre5]-phakelo-timali[NStem]
ngaleso	nga-leso	nga[AdvPre]-leso[Dem7][Pos2]
sikhatsi	si-khatsi	si[BPre7]-khatsi[NStem]
.	.	.[Punc]
Ema-IDP	e-ma-IDP	e[NPrePre6]-ma[BPre6]-IDP[Abbr]
kumele	ku-mel-e	ku[SC15]-mel[VRoot]-e[VerbTerm]
ahambisane	a-hamb-is-an-e	a[SC6]-hamb[VRoot]-is[CausExt]-an[RecipExt]-e[VerbTerm]
nema-IDP	na-ma-IDP	na[AdvPre]-ma[BPre6]-IDP[Abbr]
alabanye	a-laba-nye	a[PossConc2]-laba[RelConc2]-nye[EnumStem]
bomasipala	bo-masipala	bo[BPre2a]-masipala[NStem]
lababomakhelwane	laba-bo-makhelwane	laba[RelConc2a]-bo[NPre2a]-makhelwane[NStem]
bendzawo	ba-i-n-dzawo	ba[PossConc2]-i[NPrePre9]-n[BPre9]-dzawo[NStem]
,	,	,[Punc]
netinhlelo	ne-tin-hlelo	ne[AdvPre]-tin[NPre10]-hlelo[NStem]
tekutfutfuka	te-ku-tfutfuk-a	te[PossConc10]-ku[BPre15]-tfutfuk[VRoot]-a[VerbTerm]
tetigaba	te-ti-gaba	te[PossConc8]-ti[NPre8]-gaba[NStem]
tahulumende	ta-hulumende	ta[PossConc8]-hulumende[NStem]
tesifundza	te-si-fundza	te[PossConc7]-si[NPre7]-fundza[NStem]
navelonkhe	na-velonkhe	na[AdvPre]-velonkhe[NStem]
.	.	.[Punc]
Umtsetfosisekelo	u-mu-tsetfosisekelo	u[NPrePre3]-mu[BPre3]-tsetfosisekelo[NStem]
weleNingizimu	wa-le-ningizimu	wa[PossConc1a]-le[Dem1][Pos1]-ningizimu[NStem]
Afrika	Afrika	Afrika[ProperName]
uniketa	u-niketa	u[NPrePre1a]-niketa[NStem]
luhlaka	lu-hlaka	lu[BPre11]-hlaka[NStem]
loluphelele	lolu-pheelel-e	lolu[RelConc11]-pheelel[VRoot]-e[VerbTerm]
lokumele	loku-mel-e	loku[RelConc15]-mel[VRoot]-e[VerbTerm]
kwakhelwe	kwa-akh-el-w-e	kwa[PossConc15]-akh[VRoot]-el[ApplExt]-w[PassExt]-e[VerbTerm]
ngaphansi	nga-phansi	nga[AdvPre]-phansi[Adv]
kwalo	kwa-lo	kwa[PossConc15]-lo[PronStem11]
imitsetfo	i-mi-tsetfo	i[NPrePre4]-mi[BPre4]-tsetfo[NStem]
.	.	.[Punc]
