kumkhandlu	ku[LocPre]-mu[BPre3]-khandlu[NStem]	kumkhandlu	LocPre_BPre3_NStem
.	.[Punc]	.	Punc
Luhlelo	lu[BPre11]-hlelo[NStem]	luhlelo	BPre11_NStem
lweliwadi	lwe[PossConc11]-li[BPre5]-wadi[NStem]	lw_el_iw_adi	PossConc11_BPre5_NStem
lolumphacambili	lolu[Dem11][Pos1]-m[BPre3]-phacambili[NStem]	lolumphambil	Dem11_Pos1_BPre3_NStem
kanye	kanye[Adv]	kanye	Adv
nekumelwa	na[AdvPre]-ku[OC15]-mel[VRoot]-w[PassExt]-a[VerbTerm]	nekumel_w_a	AdvPre_OC15_VRoot_PassExt_VerbTerm
ngalokulinganako	nga[AdvPre]-loku[Dem15][Pos1]-linganako[NStem]	n_ngalokulingako	AdvPre_Dem15_Pos1_NStem
kusho	ku[SC15]-sh[VRoot]-o[VerbTerm]	n_kusho	SC15_VRoot_VerbTerm
kutsi	kutsi[Conj]	kutsi	Conj
imimango	i[NPrePre4]-mi[BPre4]-mango[NStem]	imimango	NPrePre4_BPre4_NStem
ikhetse	i[SC4]-khets[VRoot]-e[VerbTerm]	ikh_e_ts_e	SC4_VRoot_VerbTerm
ngco	ngco[Ideoph]	ngco	Ideoph
labayimele	laba[RelConc2]-yi[CopPre]-mel[VRoot]-e[VerbTerm]	labayimele	RelConc2_CopPre_VRoot_VerbTerm
nalokumele	na[AdvPre]-loku[RelConc15]-mel[VRoot]-e[VerbTerm]	nalokumel_e	AdvPre_RelConc15_VRoot_VerbTerm
batiphendvulele	ba[SC2]-ti[ReflPre]-phendvul[VRoot]-el[ApplExt]-e[VerbTerm]	ba_tiphendule	SC2_ReflPre_VRoot_ApplExt_VerbTerm
kuyo	ku[LocPre]-yo[PronStem9]	n_kuyo	LocPre_PronStem9
,	,[Punc]	<invalid>	Punc
labatawuhambisa	laba[RelConc2]-tawu[Fut]-hamb[VRoot]-is[CausExt]-a[VerbTerm]	labatawusambisa	RelConc2_Fut_VRoot_CausExt_VerbTerm
futsi	futsi[Conj]	futsi	Conj
babukane	ba[CopPre]-buk[VRoot]-an[RecipExt]-e[VerbTerm]	ba_bukane	CopPre_VRoot_RecipExt_VerbTerm
netikhalo	na[AdvPre]-ti[BPre8]-khalo[NStem]	n_etikhalo	AdvPre_BPre8_NStem
tabo	ta[PossConc10]-bo[PronStem14]	tabo	PossConc10_PronStem14
.	.[Punc]	.	Punc
Chaza	chaz[VRoot]-a[VerbTerm]	Chaza	VRoot_VerbTerm
tindlela	tin[BPre10]-dlela[NStem]	tindlel_a	BPre10_NStem
letehlukene	leti[RelConc8]-ehluk[VRoot]-an[RecipExt]-ile[Perf]	le_tehlukene	RelConc8_VRoot_RecipExt_Perf
ekushayisaneni	e[LocPre]-ku[OC15]-shay[VRoot]-is[CausExt]-an[RecipExt]-a[VerbTerm]-ini[LocSuf]	ekushayani	LocPre_OC15_VRoot_CausExt_RecipExt_VerbTerm_LocSuf
.	.[Punc]	.	Punc
Kongela	k[AdvPre]-ong[VRoot]-el[ApplExt]-a[VerbTerm]	Kongel_a	AdvPre_VRoot_ApplExt_VerbTerm
umhlalaphasi	u[NPrePre1a]-mhlalaphasi[NStem]	umhlalaphasi	NPrePre1a_NStem
neligebe	ne[AdvPre]-li[BPre5]-gebe[NStem]	n_eligebe	AdvPre_BPre5_NStem
lenzuzo	le[PossConc5]-n[BPre9]-zuzo[NStem]	le_nzuzo	PossConc5_BPre9_NStem
yengoti	ye[PossConc9]-ngoti[NStem]	y_e_ngoti	PossConc9_NStem
kumele	ku[SC15]-mel[VRoot]-e[VerbTerm]	kumel_e	SC15_VRoot_VerbTerm
kuvaleke	ku[SC15]-val[VRoot]-ek[NeutExt]-e[VerbTerm]	kuvalek_e	SC15_VRoot_NeutExt_VerbTerm
ngekuhlelwa	nga[AdvPre]-ku[BPre15]-hlel[VRoot]-w[PassExt]-a[VerbTerm]	ngek_uhlelw_a	AdvPre_BPre15_VRoot_PassExt_VerbTerm
kabusha	ka[AdvPre]-bu[BPre14]-sha[AdjStem]	kabush_a	AdvPre_BPre14_AdjStem
,	,[Punc]	<invalid>	Punc
kufaka	ku[BPre15]-fak[VRoot]-a[VerbTerm]	kufaka	BPre15_VRoot_VerbTerm
ekhatsi	e[LocPre]-khatsi[Adv]	ekhatsi	LocPre_Adv
imali	i[NPre9]-mali[NStem]	imali	NPre9_NStem
lekhokhwako	le[PossConc5]-khokh[VRoot]-w[PassExt]-a[VerbTerm]-ko[RelSuf]	le_khokhwako	PossConc5_VRoot_PassExt_VerbTerm_RelSuf
lephocelekile	le[PossConc5]-phocelek[VRoot]-ile[Perf]	le_phocelek_il_e	PossConc5_VRoot_Perf
ngekutsi	nga[AdvPre]-kutsi[Conj]	ngekutsi	AdvPre_Conj
kubhekwe	ku[SC15]-bhek[VRoot]-w[PassExt]-e[VerbTerm]	kubhek_w_e	SC15_VRoot_PassExt_VerbTerm
kwelekelelwa	kwa[PossConc15]-elekel[VRoot]-el[ApplExt]-w[PassExt]-a[VerbTerm]	kwelek_el_w_a	PossConc15_VRoot_ApplExt_PassExt_VerbTerm
ngetimali	nga[AdvPre]-ti[BPre10]-mali[NStem]	ngetimali	AdvPre_BPre10_NStem
letifakwako	leti[RelConc10]-fak[VRoot]-w[PassExt]-a[VerbTerm]-ko[RelSuf]	le_tifakwo	RelConc10_VRoot_PassExt_VerbTerm_RelSuf
kutisebenti	ku[BPre17]-ti[BPre10]-sebenti[NStem]	kutisebenti	BPre17_BPre10_NStem
letihola	leti[RelConc8]-hol[VRoot]-a[VerbTerm]	le_tihola	RelConc8_VRoot_VerbTerm
kancane	ka[AdvPre]-ncane[AdjStem]	kancane	AdvPre_AdjStem
nobe	nobe[Conj]	nobe	Conj
kutisebenti	ku[BPre17]-ti[BPre10]-sebenti[NStem]	kutisebenti	BPre17_BPre10_NStem
tesikhashana	t[PossConc10]-e[LocPre]-isikhashana[NStem]	tesikhashana	PossConc10_LocPre_NStem
.	.[Punc]	.	Punc
Letinye	leti[AdjPref8]-nye[AdjStem]	le_tinye	AdjPref8_AdjStem
timali	ti[BPre10]-mali[NStem]	timali	BPre10_NStem
tekwebolekwa	te[PossConc10]-kwe[BPre15]-bolek[VRoot]-w[PassExt]-a[VerbTerm]	tek_webolek_w_a	PossConc10_BPre15_VRoot_PassExt_VerbTerm
ngaphandle	nga[AdvPre]-phandle[Adv]	ngaphandle	AdvPre_Adv
titfolakala	ti[SC10]-tfol[VRoot]-akal[NeutExt]-a[VerbTerm]	titfolaka	SC10_VRoot_NeutExt_VerbTerm
etimakethe	a[RelConc6]-tin[BPre10]-ma[BPre3]-kethe[NStem]	etimakethe	RelConc6_BPre10_BPre3_NStem
tesicalo	te[PossConc8]-si[NPre7]-calo[NStem]	n_tesicalo	PossConc8_NPre7_NStem
njengemabhange	njenge[Comp]-ma[NPre6]-bhange[NStem]	n_jengemabhange	Comp_NPre6_NStem
emabhizinisi	e[NPrePre6]-ma[BPre6]-bhizinisi[NStem]	emabhisi	NPrePre6_BPre6_NStem
.	.[Punc]	.	Punc
Labanengi	laba[AdjPref2]-nengi[AdjStem]	Labanengi	AdjPref2_AdjStem
bomasipala	bo[BPre2a]-masipala[NStem]	bo_masipala	BPre2a_NStem
abakwati	a[NegPre]-ba[SC2]-ku[OC15]-at[VRoot]-i[VerbTerm]	ab_akwati	NegPre_SC2_OC15_VRoot_VerbTerm
kweboleka	kwe[SC15]-bolek[VRoot]-a[VerbTerm]	n_kweboleka	SC15_VRoot_VerbTerm
,	,[Punc]	<invalid>	Punc
lokwenta	loku[RelConc15]-ent[VRoot]-a[VerbTerm]	lok_w_ent_a	RelConc15_VRoot_VerbTerm
kube	ku[SC15]-be[AuxVStem]	kube	SC15_AuxVStem
lukhuni	lukhuni[Adv]	lukhuni	Adv
kutsi	kutsi[Conj]	kutsi	Conj
bangaboleka	ba[SC2a]-nga[Pot]-bol[VRoot]-ek[NPas]-a[VerbTerm]	ba_ngaboleka	SC2a_Pot_VRoot_NPas_VerbTerm
imali	i[NPre9]-mali[NStem]	imali	NPre9_NStem
.	.[Punc]	.	Punc
Hulumende	hulumende[NStem]	Hulumende	NStem
kusamele	ku[SC15]-sa[ProgPre]-mel[VRoot]-e[VerbTerm]	Kusamel_e	SC15_ProgPre_VRoot_VerbTerm
atfole	a[SC1]-tfol[VRoot]-e[VerbTerm]	atfol_e	SC1_VRoot_VerbTerm
tindlela	tin[BPre10]-dlela[NStem]	tindlel_a	BPre10_NStem
tekuncoba	te[PossConc10]-ku[BPre15]-ncob[VRoot]-a[VerbTerm]	tekunc_a	PossConc10_BPre15_VRoot_VerbTerm
letinkinga	leti[RelConc10]-n[BPre9]-kinga[NStem]	le_tinkinga	RelConc10_BPre9_NStem
leti	leti[Dem10][Pos1]	Leti	Dem10_Pos1
.	.[Punc]	.	Punc
Kwakhiwa	ku[BPre15]-akh[VRoot]-iw[PassExt]-a[VerbTerm]	Kwakhiwa	BPre15_VRoot_PassExt_VerbTerm
kwemncamulajucu	kwa[PossConc15]-m[BPre3]-ncamulajucu[NStem]	kwemnculaju	PossConc15_BPre3_NStem
wesikhatsi	wa[PossConc3]-si[BPre7]-khatsi[NStem]	wesikhatsi	PossConc3_BPre7_NStem
wemmango	wa[PossConc3]-m[BPre3]-mango[NStem]	wemango	PossConc3_BPre3_NStem
,	,[Punc]	<invalid>	Punc
kuhlatiywa	ku[BPre15]-hlatiy[VRoot]-w[PassExt]-a[VerbTerm]	kuhlatiy_w_a	BPre15_VRoot_PassExt_VerbTerm
kwemikhuba	kwa[PossConc15]-mi[BPre4]-khuba[NStem]	kwemikhuba	PossConc15_BPre4_NStem
yeminyaka	ya[PossConc4]-i[NPrePre4]-mi[BPre4]-nyaka[NStem]	yeminyaka	PossConc4_NPrePre4_BPre4_NStem
neyesikhatsi-dze	ne[AdvPre]-ya[PossConc4]-si[BPre7]-khatsi-dze[NStem]	<invalid>	AdvPre_PossConc4_BPre7_NStem
kuphindze	ku[SC15]-phindz[VRoot]-e[VerbTerm]	kuphindi	SC15_VRoot_VerbTerm
kusite	ku[SC15]-sit[VRoot]-e[VerbTerm]	kusite	SC15_VRoot_VerbTerm
ummango	u[NPrePre3]-mu[BPre3]-mango[NStem]	uma_mango	NPrePre3_BPre3_NStem
kutsi	kutsi[Conj]	kutsi	Conj
uphawule	u[SC3]-phawul[VRoot]-e[VerbTerm]	upha_w_ul_e	SC3_VRoot_VerbTerm
tigameko	ti[BPre8]-gameko[NStem]	n_tigameko	BPre8_NStem
letitsite	leti[RelConc10]-tsite[RelStem]	le_titsite	RelConc10_RelStem
letitiphindzaphindzako	leti[RelConc8]-ti[SC8]-phindzaphindz[Intrans]-a[VerbTerm]-ko[RelSuf]	le_tiphindako	RelConc8_SC8_Intrans_VerbTerm_RelSuf
kantsi	kantsi[Conj]	kantsi	Conj
loko	loko[Dem15][Pos2]	loko	Dem15_Pos2
kuhlomisa	ku[SC15]-hlom[VRoot]-is[CausExt]-a[VerbTerm]	n_kuhlomisa	SC15_VRoot_CausExt_VerbTerm
ummango	u[NPrePre3]-mu[BPre3]-mango[NStem]	uma_mango	NPrePre3_BPre3_NStem
kutsi	kutsi[Conj]	kutsi	Conj
ukwati	u[SC3]-ku[OC15]-at[VRoot]-i[VerbTerm]	ukwati	SC3_OC15_VRoot_VerbTerm
kuphawula	ku[BPre15]-phawul[VRoot]-a[VerbTerm]	kuphawul_a	BPre15_VRoot_VerbTerm
nekuhlatiya	na[AdvPre]-ku[OC15]-hlatiy[VRoot]-a[VerbTerm]	nek_uhlatiy_a	AdvPre_OC15_VRoot_VerbTerm
imphumelelo	i[NPrePre9]-n[BPre9]-phumelelo[NStem]	i_mphumel_lo	NPrePre9_BPre9_NStem
nobe	nobe[Conj]	nobe	Conj
kwehluleka	kwa[PossConc15]-ehlulek[VRoot]-a[VerbTerm]	kwehlek_a	PossConc15_VRoot_VerbTerm
kwetinhlobo	kwa[PossConc15]-tin[BPre10]-hlobo[NStem]	n_kwetinhlobo	PossConc15_BPre10_NStem
tetindlela	ta[PossConc10]-tin[BPre10]-dlela[NStem]	tetindlela	PossConc10_BPre10_NStem
tekungenelela	ta[PossConc10]-ku[BPre15]-ngenelel[VRoot]-a[VerbTerm]	tekungel_a	PossConc10_BPre15_VRoot_VerbTerm
letike	le[PossConc5]-tik[VRoot]-e[VerbTerm]	le_tike	PossConc5_VRoot_VerbTerm
tasetjentiswa	ta[SC10]-setjentis[VRoot]-w[PassExt]-a[VerbTerm]	tasetjentis_w_a	SC10_VRoot_PassExt_VerbTerm
emizameni	e[LocPre]-mi[BPre4]-zamo[NStem]-ini[LocSuf]	emizameni	LocPre_BPre4_NStem_LocSuf
yekwenta	ya[PossConc4]-ku[BPre15]-ent[VRoot]-a[VerbTerm]	yekwenta	PossConc4_BPre15_VRoot_VerbTerm
ncono	ncono[Adv]	ncono	Adv
kutfutfukiswa	ku[BPre15]-tfutfuk[VRoot]-is[CausExt]-w[PassExt]-a[VerbTerm]	kutfuk_is_w_a	BPre15_VRoot_CausExt_PassExt_VerbTerm
kwemmango	kwe[PossConc15]-m[BPre3]-mango[NStem]	kwemango	PossConc15_BPre3_NStem
.	.[Punc]	.	Punc
Umdvwebo	u[NPrePre3]-m[BPre3]-dvwebo[NStem]	Umdevo	NPrePre3_BPre3_NStem
we-Venn	wa[PossConc3]-Venn[Foreign]	w_eVen	PossConc3_Foreign
,	,[Punc]	<invalid>	Punc
luhlatiyo	lu[BPre11]-hlatiyo[NStem]	luhlatiyo	BPre11_NStem
lwelizinga	lwa[PossConc11]-li[BPre5]-zinga[NStem]	lw_eliza	PossConc11_BPre5_NStem
lemphilo	le[PossConc5]-m[BPre3]-philo[NStem]	le_mphilo	PossConc5_BPre3_NStem
,	,[Punc]	<invalid>	Punc
kugabanca	ku[BPre15]-gabanc[VRoot]-a[VerbTerm]	kugabanca	BPre15_VRoot_VerbTerm
kanye	kanye[Conj]	kanye	Conj
nemisebenti	na[AdvPre]-mi[BPre4]-sebenti[NStem]	nemisebenti	AdvPre_BPre4_NStem
yekuhleleka	ya[PossConc4]-ku[BPre15]-hlel[VRoot]-ek[NPas]-a[VerbTerm]	yekuhlek_a	PossConc4_BPre15_VRoot_NPas_VerbTerm
ngelibalave	nga[AdvPre]-li[BPre5]-balave[NStem]	ngelibave	AdvPre_BPre5_NStem
kuveta	ku[SC15]-vet[VRoot]-a[VerbTerm]	kuveta	SC15_VRoot_VerbTerm
sitfombe	si[BPre7]-tfombe[NStem]	si_tfombe	BPre7_NStem
lesibanti	lesi[PossConc7]-banti[NStem]	lesibanti	PossConc7_NStem
mayelana	mayelana[Adv]	ma_yelana	Adv
nesimo	na[AdvPre]-si[BPre7]-mo[NStem]	n_esimo	AdvPre_BPre7_NStem
sanyalo	sa[PossConc7]-nyalo[Adv]	sanyalo	PossConc7_Adv
semmango	sa[PossConc7]-m[BPre3]-mango[NStem]	se_mango	PossConc7_BPre3_NStem
,	,[Punc]	<invalid>	Punc
lokuphawulwa	loku[RelConc15]-phawul[VRoot]-w[PassExt]-a[VerbTerm]	lokuphaw_a	RelConc15_VRoot_PassExt_VerbTerm
kuko	ku[LocPre]-ko[PronStem15]	n_kuko	LocPre_PronStem15
timphawu	tin[BPre10]-phawu[NStem]	timphawu	BPre10_NStem
tetelive	ta[PossConc10]-ta[PossConc10]-live[NStem]	tetelive	PossConc10_PossConc10_NStem
,	,[Punc]	<invalid>	Punc
tesimondzawo	ta[PossConc10]-si[BPre7]-mondzawo[NStem]	tesimondawo	PossConc10_BPre7_NStem
,	,[Punc]	<invalid>	Punc
tekuhleleka	ta[PossConc10]-ku[BPre15]-hlelek[VRoot]-a[VerbTerm]	tek_uhlek_a	PossConc10_BPre15_VRoot_VerbTerm
kwemhlaba	kwa[PossConc15]-m[BPre3]-hlaba[NStem]	kwemhlab_a	PossConc15_BPre3_NStem
kanye	kanye[Conj]	kanye	Conj
neluhlatiyo	na[AdvPre]-lu[BPre11]-hlatiyo[NStem]	n_eluhlatiyo	AdvPre_BPre11_NStem
lwemazinga	lwa[PossConc11]-ma[BPre6]-zinga[NStem]	lw_emazinga	PossConc11_BPre6_NStem
emphilo	a[PossConc6]-in[BPre9]-philo[NStem]	emphilo	PossConc6_BPre9_NStem
netinsita	ne[AdvPre]-tin[BPre10]-sita[NStem]	netinsita	AdvPre_BPre10_NStem
emmangweni	e[LocPre]-u[NPrePre3]-mu[BPre3]-mango[NStem]-ini[LocSuf]	emangweni	LocPre_NPrePre3_BPre3_NStem_LocSuf
.	.[Punc]	.	Punc
Kulandzelela	ku[BPre17]-landz[VRoot]-elel[IntensExt]-a[VerbTerm]	Kulandela	BPre17_VRoot_IntensExt_VerbTerm
kuchubeka	ku[BPre15]-chub[VRoot]-ek[NeutExt]-a[VerbTerm]	kuchubeka	BPre15_VRoot_NeutExt_VerbTerm
kwemklamo	kwe[PossConc15]-m[NPre3]-klamo[NStem]	kwemklamo	PossConc15_NPre3_NStem
kubalulekile	ku[SC15]-balulek[VRoot]-ile[Perf]	Kuballek_il_e	SC15_VRoot_Perf
kute	kute[Conj]	kute	Conj
kucinisekiswe	ku[SC15]-cinisek[VRoot]-is[CausExt]-w[PassExt]-e[VerbTerm]	kucinisekiswe	SC15_VRoot_CausExt_PassExt_VerbTerm
kutsi	kutsi[Conj]	kutsi	Conj
kuhlala	ku[SC15]-hlal[VRoot]-a[VerbTerm]	kuhlal_a	SC15_VRoot_VerbTerm
kusemugceni	ku[BPre15]-s[PreLoc-s]-e[LocPre]-mu[BPre3]-gca[NStem]-ini[LocSuf]	kusemugceni	BPre15_PreLoc-s_LocPre_BPre3_NStem_LocSuf
nekutsi	ne[AdvPre]-kutsi[Conj]	nekutsi	AdvPre_Conj
tinhlekelele	tin[NPre10]-hlekelele[NStem]	tinhlekele	NPre10_NStem
letinsha	letin[AdjPref10]-sha[AdjStem]	le_tinsha	AdjPref10_AdjStem
noma	noma[Conj]	Noma	Conj
tingucuko	tin[BPre10]-gucuko[NStem]	n_tingucuko	BPre10_NStem
tiyabonwa	ti[SC10]-ya[Pres]-bon[VRoot]-w[PassExt]-a[VerbTerm]	tiyabon_w_a	SC10_Pres_VRoot_PassExt_VerbTerm
bese	bese[Conj]	bes_e	Conj
tiyafakwa	ti[SC10]-ya[Pres]-fak[VRoot]-w[PassExt]-a[VerbTerm]	tiyafak_w_a	SC10_Pres_VRoot_PassExt_VerbTerm
ekusebenteni	e[LocPre]-ku[BPre15]-sebent[VRoot]-a[VerbTerm]-ini[LocSuf]	ekusebenti	LocPre_BPre15_VRoot_VerbTerm_LocSuf
lokulandzelako	loku[RelConc15]-landzel[VRoot]-a[VerbTerm]-ko[RelSuf]	lok_ul_an_d_el_a	RelConc15_VRoot_VerbTerm_RelSuf
.	.[Punc]	.	Punc
Emacembu	e[BPre6]-ma[BPre6]-cembu[NStem]	emacembu	BPre6_BPre6_NStem
emiklamo	e[LocPre]-i[NPrePre4]-mi[BPre4]-klamo[NStem]	emiklamo	LocPre_NPrePre4_BPre4_NStem
asebentisa	a[SC6]-sebent[VRoot]-is[CausExt]-a[VerbTerm]	asebentis_a	SC6_VRoot_CausExt_VerbTerm
tinkhomba	tin[BPre10]-khomba[NStem]	tinkhomba	BPre10_NStem
kute	kute[Conj]	kute	Conj
kulandzelelwe	ku[SC15]-landz[VRoot]-elel[IntensExt]-w[PassExt]-a[VerbTerm]	Kulandelwa	SC15_VRoot_IntensExt_PassExt_VerbTerm
inchubekela	in[BPre9]-chubekela[NStem]	i_nchubel_a	BPre9_NStem
embili	e[LocPre]-n[BPre9]-m[BPre3]-bili[NStem]	embili	LocPre_BPre9_BPre3_NStem
.	.[Punc]	.	Punc
Tinkhomba	tin[BPre10]-khomba[NStem]	tinkhomba	BPre10_NStem
titinhloso	ti[BPre10]-tinhloso[NStem]	n_titinhloso	BPre10_NStem
letikhombisa	leti[RelConc10]-khomb[VRoot]-is[CausExt]-a[VerbTerm]	le_tikhombisa	RelConc10_VRoot_CausExt_VerbTerm
kutsi	kutsi[Conj]	kutsi	Conj
imigomo	i[NPrePre4]-mi[BPre4]-gomo[NStem]	imigomo	NPrePre4_BPre4_NStem
iphumelelisiwe	i[SC4]-phumelel[VRoot]-is[CausExt]-iw[PassExt]-e[VerbTerm]	i_phum_el_el_is_is_w_e	SC4_VRoot_CausExt_PassExt_VerbTerm
.	.[Punc]	.	Punc
Ngalesinye	nga[AdvPre]-lesi[AdjPref7]-nye[AdjStem]	ngalesinye	AdvPre_AdjPref7_AdjStem
sikhatsi	si[BPre7]-khatsi[NStem]	sikhatsi	BPre7_NStem
tinhlaka	tin[BPre10]-hlaka[NStem]	tinhlaka	BPre10_NStem
letisasihlahla	leti[RelConc10]-sa[AuxVStem]-si[BPre7]-hlahla[NStem]	let_is_ihl_a	RelConc10_AuxVStem_BPre7_NStem
tibita	ti[SC10]-bit[VRoot]-a[VerbTerm]	tibita	SC10_VRoot_VerbTerm
tinkhomba	tin[BPre10]-khomba[NStem]	tinkhomba	BPre10_NStem
'	'[Punc]	D	Punc
tinkhomba	tin[BPre10]-khomba[NStem]	tinkhomba	BPre10_NStem
leticinisekisa	leti[RelConc10]-cinisek[VRoot]-is[VerbExt]-a[VerbTerm]	le_ticisekisa	RelConc10_VRoot_VerbExt_VerbTerm
ngekungakhetsi	nga[AdvPre]-ku[BPre15]-nga[NegPre]-khetsi[NStem]	ngekungakhetsi	AdvPre_BPre15_NegPre_NStem
'	'[Punc]	D	Punc
.	.[Punc]	.	Punc
Tinkhomba	tin[BPre10]-khomba[NStem]	tinkhomba	BPre10_NStem
kudzingeka	ku[SC15]-dzing[VRoot]-ek[NPas]-a[VerbTerm]	kudzingeka	SC15_VRoot_NPas_VerbTerm
kutsi	kutsi[Conj]	kutsi	Conj
tihambisane	ti[SC10]-hamb[VRoot]-is[CausExt]-an[RecipExt]-e[VerbTerm]	tihambisane	SC10_VRoot_CausExt_RecipExt_VerbTerm
,	,[Punc]	<invalid>	Punc
tilingane	ti[SC10]-lingan[VRoot]-e[VerbTerm]	tilingane	SC10_VRoot_VerbTerm
,	,[Punc]	<invalid>	Punc
ticondze	ti[SC10]-condz[VRoot]-e[VerbTerm]	ticondi	SC10_VRoot_VerbTerm
ngco	ngco[Ideoph]	ngco	Ideoph
,	,[Punc]	<invalid>	Punc
tikaleke	ti[SC10]-kal[VRoot]-ek[VerbExt]-e[VerbTerm]	tikalek_e	SC10_VRoot_VerbExt_VerbTerm
,	,[Punc]	<invalid>	Punc
tihambisane	ti[SC10]-hamb[VRoot]-is[CausExt]-an[RecipExt]-e[VerbTerm]	tihambisane	SC10_VRoot_CausExt_RecipExt_VerbTerm
netindleko	na[AdvPre]-tin[BPre10]-dleko[NStem]	n_etindleko	AdvPre_BPre10_NStem
tibuye	ti[OC10]-buy[VRoot]-e[VerbTerm]	tibuy_e	OC10_VRoot_VerbTerm
titfolakale	ti[SC10]-tfol[VRoot]-akal[NeutExt]-e[VerbTerm]	titfolakale	SC10_VRoot_NeutExt_VerbTerm
.	.[Punc]	.	Punc
Ema-CDW	e[NPrePre6]-ma[NPre6]-CDW[Abbr]	Ema	NPrePre6_NPre6_Abbr
bantfu	ba[BPre2]-ntfu[NStem]	ba_ntfu	BPre2_NStem
bemimango	ba[PossConc2]-mi[BPre4]-mango[NStem]	bemiango	PossConc2_BPre4_NStem
labasebenta	laba[RelConc2]-sebent[VRoot]-a[VerbTerm]	labasebenta	RelConc2_VRoot_VerbTerm
nemimango	ne[AdvPre]-mi[BPre4]-mango[NStem]	n_emiango	AdvPre_BPre4_NStem
labakhetfwe	laba[RelConc2]-khets[VRoot]-w[PassExt]-e[VerbTerm]	labakhet_w_e	RelConc2_VRoot_PassExt_VerbTerm
kuyo	ku[LocPre]-yo[PronStem4]	n_kuyo	LocPre_PronStem4
,	,[Punc]	<invalid>	Punc
labahlala	laba[RelConc2]-hlal[VRoot]-a[VerbTerm]	lab_ahlal_a	RelConc2_VRoot_VerbTerm
khona	khona[Adv]	KHONA	Adv
,	,[Punc]	<invalid>	Punc
nalapho	na[AdvPre]-lapho[Dem16][Pos2]	nalapho	AdvPre_Dem16_Pos2
batawuphendvula	ba[SC2]-tawu[Fut]-phendvul[VRoot]-a[VerbTerm]	ba_tawuphendula	SC2_Fut_VRoot_VerbTerm
khona	khona[Adv]	KHONA	Adv
ngemisebenti	nga[AdvPre]-i[NPrePre4]-mi[BPre4]-sebenti[NStem]	ngemisebenti	AdvPre_NPrePre4_BPre4_NStem
yabo	ya[PossConc4]-bo[PronStem2]	yabo	PossConc4_PronStem2
.	.[Punc]	.	Punc
Balekelelwa	ba[SC2]-elekelel[VRoot]-w[PassExt]-a[VerbTerm]	belek_el_w_a	SC2_VRoot_PassExt_VerbTerm
ngematiko	nga[AdvPre]-ma[BPre6]-tiko[NStem]	n_ngematiko	AdvPre_BPre6_NStem
ahulumende	a[PossConc6]-hulumende[NStem]	ahulumende	PossConc6_NStem
lehlukene	la[PossConc5]-ehluk[VRoot]-an[RecipExt]-ile[Perf]	le_hlukene	PossConc5_VRoot_RecipExt_Perf
,	,[Punc]	<invalid>	Punc
ikakhulu	i[NPrePre4]-ka[AdvPre]-khulu[AdjStem]	i_kakhulu	NPrePre4_AdvPre_AdjStem
hulumende	hulumende[NStem]	Hulumende	NStem
wasekhaya	wa[PossConc3]-s[PreLoc-s]-e[LocPre]-khaya[NStem]	wasekhaya	PossConc3_PreLoc-s_LocPre_NStem
.	.[Punc]	.	Punc
